THE FLATT HALL NEW CASTLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY 478 835,Long,-2.819116,Lat,55.143675,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,3.2,3.2,8.6,5.5,6.4,6.5,6.4,3.8,10.1,11.9,5.8,9.2,3.4,8.1,3.6,1.2,2.3,1.4,3.6,6.5,8.5,4.7,4.6,2.7,2.6,3.6,6.1,3.7,5.1,1.5,5.7,3.5,3.1,,,
February,,,,,2.3,2.3,5.1,4.3,7.4,8.8,3.7,5.8,5.3,2.9,4.1,1.4,7.3,3.1,2.6,5,4,4.5,4.3,3.4,3.4,7.3,1.9,1.4,1.3,2.8,1.1,0.5,2.7,7.3,9,0.9,4.1,,,
March,,,,,3.6,2.1,2.7,2,6.5,0.9,2.1,3,4.7,2.3,5,1.8,5.5,2.1,0.4,3.1,2.3,5.3,4.7,1.2,4.1,3.4,6.5,1.4,4.1,3.5,2.8,3,1.9,1.5,2.7,5.7,4.7,,,
April,,,,,0.9,0.75,3.3,4.6,4.3,3,2.1,4.6,2.25,0.3,2.8,0.9,3.5,2.3,3.4,0.7,2.6,1.5,3,1.5,1.3,2,2.5,2.5,2.2,2.3,1.2,1.6,1.2,0.6,1.3,2.4,1.5,,,
May,,,,,2,7,1.7,2.8,2.3,2,5.7,1,3.3,2.5,2,0.5,0.2,2.9,4.4,2.8,1.7,3.4,2.2,3.1,4.5,2.6,3.9,0.9,1.6,2.8,2.3,1.9,5.7,2.1,4.5,0.6,0.4,,,
June,,,,,4.9,1,2.3,2.3,1.4,1.7,2,2.2,5.1,1.9,1.4,3.7,4.1,2.3,3.4,5.4,1.9,6.5,5.3,3.3,0.6,1.4,2.3,0.5,2.2,0.6,4.3,1.8,3.6,1.8,3.2,1.4,3,,,
July,,,,0.75,3,3.35,4,4.2,0.9,2.5,1.8,6.2,4.1,6.7,3.1,1.7,1.9,5.1,0.6,4.7,4.9,4,7.8,2.5,7.1,3,5.1,4.5,4.6,4,3.2,3.6,3.6,3.1,2.1,6.4,4.4,,,
August,,,,4.6,3,5,3.8,5.5,6.1,0.8,1.7,2.9,3.7,6.1,8.4,3.7,3.6,7.5,4.9,4.8,0.7,5.5,2.9,4.9,2.2,2,3.7,3.3,4.4,4.2,3.5,10.6,7.4,5.3,5.1,8.2,1.8,,,
September,,,,7,6,1.5,6.4,3.6,4.5,9.2,3.2,2.7,7.4,4.6,5.9,5.3,3.6,2.3,5.3,6.8,3.8,3,2.2,4.7,4.4,8,8.5,5.4,1.3,2.1,3.8,7.9,7.2,3.3,0.5,1.6,5.7,,,
October,,,,4.3,4.9,4.2,3.2,3.8,6.2,2.5,6.9,5.9,8.2,6.2,13.3,2.6,4,7.5,4.4,2.1,1.9,3.1,3.5,4.6,2.1,3.6,5.4,1.5,5.6,6.2,2.7,3.9,5.4,4,5.6,5.1,5.3,,,
November,,,,4.5,3.1,3.4,5.6,0.8,3.7,6.3,3.2,3.5,7.2,3.4,6.1,5.3,2.7,8.1,3.4,2.2,7.2,7.3,5.5,5.3,2.5,3.1,5.2,4.1,6.5,1.7,8.5,3.4,3.3,2.2,5.3,5.2,1.3,,,
December,,,,4.85,6.4,3.6,6.5,3,10.1,7.4,3,7.8,7.5,3.6,2.3,3.5,8.3,2.4,3.4,3.4,3.3,4.8,4.6,4.5,5.4,2.1,6,4.3,5.8,3.6,0.9,9.2,2.5,6.7,5.1,4.3,6.7,,,
Total,,,,,43.3,37.4,53.2,42.4,59.8,51.6,41.8,49.4,68.85,52.4,60.2,39.6,48.1,53.7,39.8,42.2,36.6,50.3,49.6,45.5,46.1,43.2,55.6,32.5,42.2,37.4,40.4,51.1,49.6,39.4,50.1,45.3,42,,,
