"PENTLAND HILLS (CROSSWOOD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.70,7.20,3.50,3.20,3.00,4.00,4.90,4.00,8.20,1.20,5.50,
February,4.20,1.00,2.70,3.70,1.20,4.10,3.70,2.10,3.40,-999.00,0.60,
March,3.90,4.60,2.60,1.50,0.80,2.60,2.80,3.60,2.20,0.70,2.40,
April,3.00,1.30,2.60,3.40,1.90,4.80,2.50,2.82,1.30,1.70,1.30,
May,4.30,2.30,3.30,3.00,4.50,4.80,3.80,2.00,1.80,2.40,1.70,
June,1.70,0.60,2.20,1.50,2.60,0.80,4.50,3.80,4.20,2.40,2.60,
July,4.70,2.70,4.80,4.10,4.30,2.00,3.10,2.80,3.20,3.99,3.74,
August,7.20,6.00,2.30,6.30,4.30,3.50,3.10,6.10,5.20,5.90,5.70,
September,2.70,3.00,2.40,4.70,4.50,4.60,4.20,9.50,4.10,1.10,3.50,
October,1.20,3.80,2.30,5.00,4.10,2.80,5.10,5.00,5.70,5.00,5.00,
November,3.50,1.70,2.20,4.30,2.20,1.50,5.10,4.30,4.00,5.40,5.20,
December,3.50,6.70,3.70,3.20,4.40,4.70,1.60,1.70,3.60,7.00,2.80,
Total,44.60,40.90,34.60,43.90,37.80,40.20,44.40,47.72,46.90,38.09,40.04,
Calc annual,44.60,40.90,34.60,43.90,37.80,40.20,44.40,47.72,46.90,36.79,40.04,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,1.30,0.00,
