"ERNECROFT (COMPSTALL)",,,,,,,,,,,,
Grid ref,SJ982910,Long,-2.028547,Lat,53.415802,,,,,,,
Station no,RR4225,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.10,1.90,,,,,,,,,,
February,3.00,1.60,,,,,,,,,,
March,1.00,2.60,,,,,,,,,,
April,2.70,2.20,,,,,,,,,,
May,1.90,0.70,,,,,,,,,,
June,4.80,1.40,,,,,,,,,,
July,2.80,2.70,,,,,,,,,,
August,4.20,1.70,,,,,,,,,,
September,1.20,0.90,,,,,,,,,,
October,3.70,3.10,,,,,,,,,,
November,2.20,4.50,,,,,,,,,,
December,4.20,5.50,,,,,,,,,,
Total,35.80,28.80,,,,,,,,,,
Calc annual,35.80,28.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
