PERSHORE (THREE SPRINGS),,,,,,,,,,,,
Grid ref,SO937452,Long,-2.093396,Lat,52.105095,,,,,,,
Station no,2429/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,1.98,0.68,0.90,,,,,,,,
February,2.96,0.63,1.18,2.16,,,,,,,,
March,3.60,1.85,0.83,1.96,,,,,,,,
April,2.60,2.18,2.41,0.57,,,,,,,,
May,3.00,2.78,2.16,2.97,,,,,,,,
June,0.85,1.53,1.69,2.58,,,,,,,,
July,0.91,0.47,5.19,2.34,,,,,,,,
August,4.46,4.21,3.03,3.53,,,,,,,,
September,1.92,0.88,2.22,1.50,,,,,,,,
October,0.98,2.93,1.60,2.68,,,,,,,,
November,6.27,2.60,0.92,4.56,,,,,,,,
December,1.40,2.38,0.95,1.69,,,,,,,,
Total,31.03,24.42,22.86,27.44,,,,,,,,
Calc annual,31.03,24.42,22.86,27.44,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
