BISHOPTON INGLISTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS4302171128,Long,-4.512797,Lat,55.907576,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,6.67,3.27,3.8,8.77,5.22,3.01,6.81,2.84,5.99,7.01,6.49,3.42,3.95,5.42,4.17,2.99,7.08,2.11,5.89,4.55,6.29,8.08,5.36,5.04,5.86,5.52,7.65,6.12,12.42,2.1,6.44,4.7,,,,,,,,,
February,3.73,1.85,1.72,8.5,3.46,3.52,3.5,3.56,3.39,2.24,5,7.14,4.74,3.63,5.29,6.76,5.11,1.04,7.36,0.77,7.55,1.44,5.37,5.49,0.75,4.25,6.26,3.03,4.92,2.38,0.25,4.29,,,,,,,,,
March,0.27,2.24,3.26,8.78,2.27,4.3,4,4.79,5.22,2.41,2.68,1.34,5.05,6.17,5.56,2.01,1.85,2.26,2,4.49,4.5,6.96,2.13,2.23,0.98,2.41,3.48,4.05,5.69,0.9,3.44,1.22,,,,,,,,,
April,2.48,3.46,1.03,1.15,5.51,2.73,1.34,2.23,1.46,4.75,3.6,2.82,1.92,3.82,2.4,2.91,3.39,1.29,0.8,2.12,1.58,0.95,3.41,4.04,2.48,5.68,2.46,2.77,1.89,1.06,1.69,2.1,,,,,,,,,
May,3.38,1.67,2.5,2.45,3.07,1.98,4.78,5.24,2.47,3.1,1.91,2.65,1.55,4.39,1.67,1.09,3.9,3.28,2.08,0.83,5.15,2.98,3.53,1.51,5.07,6.92,3.7,2.81,2.3,3.45,2.1,4.88,,,,,,,,,
June,5.69,3.15,1.97,2.62,1.88,1.14,1.41,3.65,2.46,3.08,1.7,3.83,4.53,3.36,0.51,2.88,2.63,2.98,1.17,4.17,1.62,0.47,1.73,1.19,2.42,0.56,2.63,4.44,5.77,2.87,2.57,5.39,,,,,,,,,
July,2.86,1.83,2.79,4.4,2.4,2.99,2.71,2.69,2.81,3.04,4,2.82,2.46,1.11,3.34,3.74,2.33,2.46,4.08,1.14,3.32,4.49,3.04,4.36,3.53,1.93,2.46,3.97,3.05,3.71,3.1,4.42,,,,,,,,,
August,4.21,3.87,3.45,8.06,4.97,4.28,4.99,6.16,4.44,2.74,9.96,3.6,3.72,1.18,4.75,2.16,3.83,4.27,2.65,2.86,5.37,5.88,2.81,5.63,3.13,3.8,3.46,5.91,4.92,6.35,5.65,1.89,,,,,,,,,
September,4.96,3.33,3.36,4.35,5.01,2.38,1.99,1.62,5.65,2.23,1.67,2.14,3,2.17,1.58,1.52,0.88,2.71,5.89,2.9,2.37,1.8,2.19,7.7,4.63,3.71,3.33,6.22,3.95,1.36,3.91,1.24,,,,,,,,,
October,7.18,4.41,2.97,9.14,2.3,3.4,6.74,5.47,1.72,6.88,2.57,4.14,5.03,3.04,1.67,3.1,8.3,7.64,6.95,0.69,1.91,5.07,2.46,5.8,3.48,4.37,8.2,6.16,8.64,5.8,6.88,3.67,,,,,,,,,
November,6.38,3.32,4.38,3.08,2.52,6.12,4.16,3.87,3.98,2.64,3.86,7.33,4.27,6.6,5.76,2.56,5.18,6.95,5.82,4.36,5.75,3.72,3.67,3.92,4.01,0.93,7.22,4.92,7,7.52,5.88,7.59,,,,,,,,,
December,8.81,4.86,6.63,4.29,4.36,3.55,4.17,7.1,4.81,5.8,4.68,8.37,9.84,3.81,7.53,5.05,5.08,3,5.65,7.91,4.58,7.03,4.76,3.79,9.18,3.66,2.12,1.75,5.51,11.46,4.96,4.78,,,,,,,,,
Total,56.62,37.26,37.86,65.59,42.97,39.4,46.6,49.22,44.4,45.92,48.12,49.6,50.06,44.7,44.23,36.77,49.56,39.99,50.34,36.79,49.99,48.87,40.46,50.7,45.52,43.74,52.97,52.15,66.06,48.96,46.87,46.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
