"BISHOPTON INGLISTON",,,,,,,,,,,,
Grid ref,NS4302171128,Long,-4.512797,Lat,55.907576,,,,,,,
Station no,5300,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.67,3.27,3.80,8.77,5.22,3.01,6.81,2.84,5.99,7.01,,
February,3.73,1.85,1.72,8.50,3.46,3.52,3.50,3.56,3.39,2.24,,
March,0.27,2.24,3.26,8.78,2.27,4.30,4.00,4.79,5.22,2.41,,
April,2.48,3.46,1.03,1.15,5.51,2.73,1.34,2.23,1.46,4.75,,
May,3.38,1.67,2.50,2.45,3.07,1.98,4.78,5.24,2.47,3.10,,
June,5.69,3.15,1.97,2.62,1.88,1.14,1.41,3.65,2.46,3.08,,
July,2.86,1.83,2.79,4.40,2.40,2.99,2.71,2.69,2.81,3.04,,
August,4.21,3.87,3.45,8.06,4.97,4.28,4.99,6.16,4.44,2.74,,
September,4.96,3.33,3.36,4.35,5.01,2.38,1.99,1.62,5.65,2.23,,
October,7.18,4.41,2.97,9.14,2.30,3.40,6.74,5.47,1.72,6.88,,
November,6.38,3.32,4.38,3.08,2.52,6.12,4.16,3.87,3.98,2.64,,
December,8.81,4.86,6.63,4.29,4.36,3.55,4.17,7.10,4.81,5.80,,
Total,56.62,37.26,37.86,65.59,42.97,39.40,46.60,49.22,44.40,45.92,,
Calc annual,56.62,37.26,37.86,65.59,42.97,39.40,46.60,49.22,44.40,45.92,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
