PENRITH (NEWTON RIGG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY493310,Long,-2.787671,Lat,54.671505,Elevation,580,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,4.85,7.25,2.67,5.7,3.02,1.84,1.94,5.78,2.72,2.25,1.44,,,,,,,3.09,2.57,2.37,5.59,4.06,1.24,5.45,1.06,2.69,3.39,4.15,1.12,3.57,3.28,2.86,3.98,4.73,2.26,4.13,3.68,4.61,7,3.7,2.49,,4.72,4.04,3.83,5.94,0.66,6.46,3.79,5.81,3.57,3.58,1.89,3.5,4.69,4.55,4.18,1.89,0.49,5.13,5.66,3.17,3.53,3.25,4.52,7.12,2.07,2.4,3.23,3.28,1,3.16,1.98,2.55,4.08,1.99,2.55,4.89
February,,,,4.96,3.85,4.22,1.09,1.83,1.37,2.14,0.74,0.24,1.99,4.55,,,,,,,5.03,0.93,1.29,8.17,3.37,2.28,2.36,2.43,3.27,2.59,6.21,3.56,2.19,2.35,5.62,5.6,4.46,1.1,4.33,0.74,3.63,0.2,3.29,5.24,0.71,6.55,2.79,1.39,3.28,0.61,0.48,3.07,0.12,3.65,0.22,4.49,2.2,4.54,1.2,2.91,0.78,4.52,2.21,2.61,1.38,3.37,2.83,0.9,2.82,2.6,,3.72,0.54,0.87,2.47,1.24,0.76,2.93,4.19,0.35,3.14
March,,,,2.18,3.38,2.26,2.83,1.53,2.38,1.41,2.55,1.86,0.82,1.67,,,,,,,0.63,2.81,2.38,7.66,2.16,3.21,2.38,3.28,3.89,2.92,2.09,1.62,3.67,5.46,3.82,1.22,2.45,2.51,1.1,3.05,5.87,5.02,2.37,1.59,,1.49,1.93,2.96,3.72,0.18,2.24,0.92,3.12,2.27,2.19,1.03,1.54,1.82,1.5,3.04,3.74,2.38,1.91,1.03,0.51,1.48,1.26,5.59,2.64,1.19,,3.18,1.16,0.38,2.6,0.86,1.35,2.95,0.86,2.02,1.03
April,,,,1.83,1.47,2.26,3.21,1.75,1.55,2.25,1.06,1.61,1.08,0.43,,,,,,,2.7,2.41,2.45,1.67,2.66,3.41,0.91,1.85,1.76,2.36,2.29,2.24,0.6,4.69,1.32,2.11,2.66,3,0.79,1.75,3.24,1.02,2.5,3.04,1.85,5.33,1.82,1.84,0.81,1.3,1.77,2.59,2.92,1.22,3.24,3.17,0.84,2.27,0.39,1.17,1.69,0.6,2.28,2.08,1.43,1.51,1.06,6.13,2.46,3.6,2.76,1.73,1.95,2.31,0.84,0.44,0.7,0.35,0.82,3.21,2.65
May,,,,0.69,2.29,2.52,5.04,1.81,2.57,3.2,2.45,1.36,3.36,1.57,,,,,,,2.18,1.23,2.68,,2.49,0.48,5.31,4.22,2.14,1.67,2.28,3.22,1.64,1.43,1.88,1.29,3.13,2.25,2.21,1.46,4.66,1.74,1.27,3.28,3.78,5.12,2.21,2.18,1.5,1.96,1.77,3.1,2.68,2.79,3.01,0.88,1.23,2,2.23,0.61,1.65,2.26,2.45,3.53,1.59,3.29,1.03,3.17,1.19,2.39,,1.65,1.78,2.99,3.67,2.78,1.29,1.71,3.8,1.34,2.14
June,,,,3.2,0.94,1.51,1.67,0.27,1.23,0.92,2.92,1.78,3.65,2.11,,,,,,,3.61,1.82,1.44,1.44,1.49,1.44,1.06,4.1,1.67,2.65,1.37,3.86,5.19,2.18,1.6,0.48,2.32,2.76,1.02,1.82,1.27,0.46,2.22,0.71,1.44,0.15,2.9,2.68,5.4,1.57,3.74,5.6,0.76,1.62,2.32,3.28,2.63,1.53,4.04,2.74,0.54,0.23,0.8,3.1,2.56,3.45,2.15,2.69,4.66,0.6,1.51,0.51,1.67,2.8,3.01,1.97,2.49,1.05,3.52,3.77,0.96
July,,,,3.91,4.87,1.53,5.87,2.01,5.7,1.84,1.82,5.7,1.9,3.17,,,,,,,1.49,1.65,3.43,3.69,1.45,0.98,1.7,1.61,2.81,3.9,4.72,0.4,3.48,1.08,3.43,3.32,3.09,1.8,3.82,0.77,4.36,2.6,4.08,2.67,,1.61,3.17,4.89,3.24,4.9,5.25,4.33,5.2,2.34,1.72,1.33,4.67,1.75,3.95,4.96,4.82,1.21,2.62,2.6,2.61,2.35,3.53,3,1.11,2.33,3.36,2.37,2.12,3.16,3.12,0.99,,3.52,2.9,3.53,3.1
August,,,,2.75,1.13,2.19,1.15,2.69,2.84,3.66,3.63,6.46,6.63,3.98,,,,,,,6.17,2.91,1.48,4.65,3.92,3.34,3.49,2.99,4.08,2.88,6.01,2.83,5.01,1.61,1.57,2.83,1.72,5.12,4.02,2.78,,5.3,2.29,7.47,2.21,3.11,3.86,6.91,5.93,4.11,8.33,3.3,1.16,1.81,2.66,1.79,1.41,2.24,2.68,2.54,1.68,4.7,3.26,5.56,2.3,1.68,6.49,0.08,4,1.92,,4.71,4.54,3.77,4.38,2.78,7.05,4.6,3.3,0.6,3.56
September,,,,4.8,3.2,4.31,4.11,3.86,0.76,1.9,3.3,5.55,5.33,3.07,,,,,,,2.33,1.41,1.73,4.23,0.89,2.63,1.26,0.37,2.85,2.3,0.39,3.01,1.57,2.02,2.75,1.03,2.3,3.35,8.93,1.85,2.06,1.39,4.48,4.35,,3.5,4.17,7.67,2.03,1.79,3.34,1.83,4.34,1.41,3.35,5.68,4.06,2.47,1.87,1.55,3.79,1.12,3.53,4.23,4.8,3.6,5.18,3.02,3.04,0.91,7.25,3.27,2.59,3.92,5.7,2.14,2.99,4.51,4.3,1.02,2.36
October,,,,5.49,2.14,4.11,5.47,2.17,2.84,5.25,2.81,5.28,5.01,3.81,,,,,,3.11,6.33,3.24,2.97,9.48,1.22,2.47,5.9,5.31,1.69,5.45,2.65,3.44,3.37,3.28,1.23,0.57,7.3,5.72,3.82,1.93,3,2.42,1.05,6.26,3.46,4.64,2.53,3.48,6.48,4.88,5.36,2.11,5.93,3.41,5.04,5.98,4.22,2.74,8.77,2.73,4.19,4.78,3.65,5.25,3.89,5.58,0.8,1.09,2.19,5.45,3.44,0.79,4.84,1.75,8.32,2.43,2.23,3.33,3.59,4.07,3.45
