"BACUP, SHEEPHOUSE RESERVOIR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD877220,Long,-2.187754,Lat,53.694296,Elevation,975,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.18,3.54,3.24,5.09,4.33,9.25,2.16,6.3,4.45,5.64,3.22,3.71,1.52,4.93,3.7,,,
February,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,4.97,5.04,1.06,5.82,3.53,2.28,4.22,0.95,0.68,4.7,0.29,2.8,0.44,4.92,2.81,5.42,,,
March,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.04,1.62,1.3,1,4,3.75,1.42,2.06,0.65,3.08,3.66,2.73,1.48,2.92,2.21,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,3.65,2.11,2.55,2,2.48,1.25,1.17,2.9,3.83,3.77,2.15,2.98,3.72,1.46,2.16,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,3.34,6,3.55,4.28,1.48,1.55,3.29,1.89,3.08,4.69,2.61,3.87,1.02,1.15,1.7,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.06,2.37,0.08,2.28,4.17,6.66,1.38,1.62,6.39,1.22,1.63,3.34,4.52,3.53,1.74,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,2.96,3.71,1.63,2.2,4.58,1.66,2.64,5.54,5.28,4.58,3.65,2.67,1.82,4.72,1.43,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.94,6.53,3.81,3.96,6.79,5.55,3.79,6.71,6.29,1.16,1.94,3.92,1.99,2.78,2.62,,,
September,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,4.08,4.45,4.91,3.59,3.3,5.01,0.62,1.81,5.32,3.63,4.53,1.87,4.17,9.14,5.07,1.32,,,
October,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.18,4.29,4.78,3.34,3.62,5.21,5.74,5.43,2.53,7.7,5.07,4.98,7.61,3.75,1.68,,,
November,,,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,3.28,6.02,1.81,1.8,6.8,4.34,5.68,8.42,5.79,10.98,3.52,2.53,2.16,5.98,5.45,1.79,,,
December,,,,,,,,8.03,,,,,,,,,,,,,,,,,,,,,,,,,4.84,3.88,5.45,2.37,1.58,1.44,3.11,7.45,4.74,2.01,3.07,0.63,7.88,3.99,5.2,3.1,,,
Total,,,,,,,,,,53.88,,,,,,,,,,,,,,,,,,,,,,,42.61,45.74,43.4,34.52,39.36,44.52,48.51,40.22,48.98,53.82,43.25,31.76,42.85,47.71,43.77,28.87,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totals are given for 1898 and 1899 although not all monthly records present. No comments on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
