"BACUP (SHEEPHOUSE RESERVOIR)",,,,,,,,,,,,
Grid ref,SD877220,Long,-2.187754,Lat,53.694296,,,,,,,
Station no,2920,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.86,6.94,2.21,5.28,4.66,,5.53,6.87,4.63,7.79,,
February,5.19,1.70,2.66,6.77,3.17,,5.15,9.64,0.98,6.27,,
March,6.47,3.76,2.58,4.55,3.05,,5.57,3.33,3.43,1.95,,
April,3.65,5.23,4.53,0.80,3.47,,0.58,2.21,4.41,3.87,,
May,2.78,2.59,2.99,3.66,5.74,,2.29,5.90,2.67,2.50,,
June,1.79,4.95,3.69,3.89,4.34,,2.10,5.59,4.10,1.99,,
July,4.31,2.44,6.69,5.74,2.79,,6.60,5.07,4.50,8.57,,
August,6.61,5.58,6.26,8.22,1.41,,7.52,5.08,0.77,5.94,,
September,4.52,4.55,5.00,6.76,4.19,,6.98,6.04,0.53,3.84,,
October,1.37,6.56,3.43,10.94,3.15,,7.57,5.78,6.47,6.59,,
November,11.06,2.95,6.28,9.70,3.45,,3.35,2.32,6.57,9.59,,
December,10.89,5.14,2.46,9.66,7.70,,6.56,6.32,12.18,6.14,,
Total,65.50,52.39,48.78,75.97,47.12,,59.80,64.15,51.24,65.04,,
Calc annual,65.50,52.39,48.78,75.97,47.12,0.00,59.80,64.15,51.24,65.04,,
Difference,0.00,-0.00,0.00,0.00,-0.00,NaN,-0.00,0.00,0.00,0.00,,
