FORTINGALL (GLENLYON HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN735472,Long,-4.062022,Lat,56.599576,Elevation,427,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.43,2.19,2.96,3.31,7.04,6.94,7.71,5.94,4.03,5.35,7.85,6.07,12.33,1.35,7.17,4.57,9.03,2.68,9.14,2.56,4.16,10.91,10.3,3.5,1.74,1.9,4.02,5.67,5.78,3.9,6.61,7.12,8.1,5.69,3.92,5.03,2.38,1.68,5.48,2.53,4.92,7.26,3.26,,
February,,,,,,,5.14,0.7,4.83,1.25,6.87,0.14,5.21,9.36,1.4,7.32,5.95,3.13,5.41,2.29,1.91,3.35,0.17,4.76,0.4,7.19,2.77,4.5,3.58,5.93,2.9,4.42,1.96,4.59,1.77,6.49,3.62,1.49,5.93,4.25,7.98,4,0.75,2.16,4.29,3.35,1.78,4.68,2.71,,
March,,,,,,,1.49,2.35,1.28,3.8,3.47,5.97,2.57,2.98,0.8,2.03,3.92,3.74,6.34,0.49,2.04,1.28,2.14,2.33,4.08,1.19,2.49,3.11,3.28,3.01,1.81,1.93,3.45,3.3,0.76,5.04,3.05,4.9,4.38,2.16,2.61,2.2,3.25,2.02,3.59,1.52,4.09,4.18,1.84,,
April,,,,,,,2.97,1.49,1.21,1.56,2.07,0.68,3.13,3.04,2.75,6.12,2.37,2.11,2.15,2.12,1.87,2.4,4.33,1.86,4.13,4.67,1.37,1.64,0.13,2.21,4.16,1.41,2.62,3.55,3.41,1.58,1.23,9.64,2.46,3.91,4.63,5.24,1.5,2.1,1.53,1.54,1.34,1.88,1.9,,
May,,,,,,,5.23,2.87,4.16,1.11,3.52,2.36,4.13,2.6,4.62,8.02,3.57,2.26,0.85,3.58,1.84,5.07,1.61,2.79,2.4,0.82,1.68,3.42,3.16,0.56,0.69,3.11,3.15,2.77,2.83,4.73,1.45,5.11,2.82,2.63,2.65,1.1,3.15,1.49,5.23,3.24,2.91,2.01,3.91,,
June,,,,,,,2.45,2.92,0.83,2.12,0.88,0.44,1.59,1.06,1.76,0.38,3.87,3.78,3.52,2.46,2.18,6.1,0.78,1.81,1.52,5.39,1.77,2.3,5.01,1.22,0.23,0.66,1.33,3.1,3.92,2.94,3.89,3.63,3.57,1.47,1.84,2.75,4,2.32,2.57,1.48,2.86,0.71,4.11,,
July,,,,,,,5.54,1.21,4.47,0.46,3.8,3.95,4.35,2.65,5.26,1.68,3.23,4.62,3.56,2.51,2.26,4.57,3.37,2.54,3.57,0.62,5.39,4.11,5.05,6.4,4.02,3.01,1.93,2.2,3,3.47,5.55,4.18,2.19,1.63,4.76,2.25,2.37,3.73,2.29,1.2,4.42,3.17,4.27,,
August,,,,,,,3.22,4.48,2.1,2.13,3.79,6.06,2.38,6.42,4,3.12,2.8,5.14,4.95,5.43,6.23,1.86,2.21,1.96,2.62,2.64,2.11,2.92,3.94,2.05,1.16,3.83,4.69,5.49,3.44,1.92,3.07,0.04,7.26,4.33,5.78,5.17,4.35,2.07,4.06,1.32,5.73,5.9,,,
September,,,,,,,1.88,2.16,5.38,2.67,1.74,3.11,1.08,5.13,5.79,2.72,4.62,6.27,3.95,1.14,5.69,1.49,2.49,2.02,6.34,6.38,3.45,3.71,4.03,2.76,1.45,1.37,5.77,2.99,3.88,5.91,5.64,5.09,6.07,1.86,7.47,2.88,2.08,4.96,5.23,3.75,6.26,2.87,,,
October,,,,,,,6.8,4.54,5.35,0.94,8.14,3.5,2.72,7.09,3.92,4.17,5.63,5.63,7.16,5.33,7.42,3.51,8.81,4.28,6.66,10.93,5.1,3.94,8.6,5.38,6.17,5.03,4.93,9.89,4.78,4.91,0.66,3.13,5.36,5.55,4.38,1.66,5.12,2.43,8.63,3.29,3.92,4.13,,,
November,,,,,,,6.79,4.63,4.12,4.54,3.97,2.96,3.97,4.71,2.93,0.45,7.89,4.78,5.87,5.85,6.23,7.14,2.69,2.52,0.47,5.94,4.05,0.44,9.77,6.46,6.76,5.51,1.15,3.59,6.63,0.58,5.33,6.6,3.4,4.21,4.53,7.7,2.27,6.5,7.73,1.95,2.14,1.55,,,
December,,,,,,,4.57,2.01,3.84,6.31,4.61,7.16,7.28,3.85,8.51,5.65,1.71,1.71,5.32,11.22,4.7,4.12,12.61,1.37,7.91,2.43,9.65,2.46,5.2,2.46,5.3,4.79,7.18,3.06,5.97,5.51,5.71,1.85,8.87,10.67,2.24,6.31,3.83,6.3,9.4,8.96,8.15,8.55,,,
Total,,,,,,,51.51,31.55,40.53,30.2,49.9,43.27,46.12,54.83,45.77,47.01,53.41,49.24,61.41,43.77,49.54,45.46,50.24,30.92,49.24,50.76,43.99,43.46,62.05,41.94,36.39,36.97,42.18,50.2,46.17,46.98,45.81,52.78,60.41,48.36,52.79,46.29,35.05,37.76,60.03,34.13,48.52,46.89,,,
