ADEL LAWNS WOOD CEMETERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE267390,Long,-1.59566,Lat,53.846559,Elevation,475,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.94,0.76,1.06,3.56,1.64,2.07,0.95,,4.7,0.6,2.29,1.09,3.53,4.15,1.62,1.14,1.76,2.92,0.98,3.3,0.64,1.12,1.61,4.03,0.91,5.07,3.95,1.6,3.66,1.65,3.78,3.01,4.79,4.75,4.62,4.41,2.33,2.74,3.33,4.37,3.87,7.82,3.3,5.3,2.81,3.26,,,,,,,,,,,3.99,3.28,2.61,2.83,2.61,6.13,1.32,1.58,2.18,2.53,0.46,2.31,1.56,3.93,1.5,2.3,2.79,5.27
February,,,,,,,,0.73,0.79,1.04,1.01,0.05,2.54,3.11,,0.5,0.64,2.76,1.64,2.21,5.47,1.48,1.87,2.03,3.79,1.26,1.94,1.75,1.35,0.71,2.55,2.03,2.74,0.83,1.71,3.73,4.13,0.77,3.05,2.17,2.45,0.37,3.34,6.22,1.46,5.64,3.45,2.18,4.99,1.07,1.59,2.98,0.86,,,,,,,,,,,1.19,1.26,3.09,2.97,3.8,1.45,1.39,4.5,3.15,0.47,2.14,2.73,2.31,1.65,2.96,4.61,0.12,2.05
March,,,,,,,,1.05,2.8,2.7,1.5,1.04,1.5,0.42,,2.18,1.65,2.99,1.24,1.44,0.98,2,0.9,3.28,1.9,2.29,1.72,1.83,3.72,4.24,0.5,1.2,3.91,3.33,3.3,1.21,5.29,3.01,1.66,4.9,2.76,1.86,2.76,2.12,1.87,1.61,1.71,3.5,4.18,0.53,3.44,1,2.43,,,,,,,,,,,0.67,0.31,0.43,1.51,5.4,1.03,1.58,1.07,3.41,1.77,0.63,1.61,2.43,1.01,1.81,1.84,1.49,2.34
April,,,,,,,,0.73,3.06,2.2,0.74,1.7,1.2,0.87,,1.97,1.39,1.84,2.56,1.89,1.23,2.59,1.5,1.43,1.58,2.35,0.54,1.49,2.82,3.15,2.43,1.14,0.36,3.06,1.23,1.16,1.42,2.45,1.17,2.23,4.46,1.61,2.98,2.68,2.25,4.37,2.12,3.73,1.45,1.69,3.84,4.35,3.71,,,,,,,,,,,1.84,2.04,1.79,1.84,2.63,1.91,2.59,2.56,1.16,1.43,2.29,0.14,1.01,2.57,0.22,0.53,3.71,0.9
May,,,,,,,,2.23,0.89,2.9,3.85,2.43,3.1,1.96,,0.47,0.56,1.07,2.18,3.39,1.17,1.08,2.9,3.42,2.84,0.82,1.97,3.89,1.93,1.98,2.14,1.3,3.6,2.86,1.08,2.3,2.49,2.24,3.38,1.97,3.38,1.6,0.99,3.95,4.44,5.05,4.23,2.49,3.14,1.93,2.48,3.51,5.36,,,,,,,,,,,2.67,1.38,3.13,2.32,4.65,1,2.12,1.71,5.44,1.6,1.39,2.99,2.68,0.81,1.04,3.56,0.89,1.02
June,,,,,,,,0.1,2.7,0.3,1.3,0.8,3.45,1.62,,3.77,4.04,4.32,2.22,1.52,2.86,1.07,2.26,1.76,1.16,1.78,1.2,3.53,0.89,2.71,2.91,3.95,4.88,1.49,2.05,1.38,2.14,1.23,1.55,1.47,2.55,0.08,1.85,1.16,2.42,0.27,4.85,4.1,5.91,1.46,1.85,6.36,0.39,,,,,,,,,,,2.68,2.6,2.79,1.93,2.88,3.83,0.89,1.01,0.98,1.63,2.52,1.88,1.59,2.6,1.76,4.03,1.45,1.48
July,,,,,,,,1.7,4.83,1.23,3.06,2.72,2.23,3.91,,6.23,1.45,0.76,0.8,1.79,3.33,1.14,2.32,3.48,2.83,1.37,1.45,1.95,2.97,3.41,3.46,0.44,4.9,0.96,4,4.16,1.66,1.2,4.34,3.4,7.91,0.93,4.89,4.31,4.09,1.56,3.04,5.8,0.94,3.13,6,4.13,3.69,,,,,,,,,,,1.41,3.11,2.12,3.89,2.63,1.39,2.97,3,3,0.96,2.66,1.33,0.77,4.21,3.06,3.76,2.06,3.72
August,,,,,,,,1.38,2.21,4.01,4.43,4.02,3.18,1.94,,2.34,2.39,2.82,3.33,1.79,4.61,1.37,3.6,3.17,3.46,3.94,1.99,1.88,1.49,2.86,3.76,1.9,5.83,1.29,2.09,2.8,2.39,5.17,2.52,2.37,2.14,4.77,5.23,3.45,3.02,2.71,3.81,7.51,5.64,2.81,4.5,4.71,1.24,,,,,,,,,,,4.55,2.9,2.79,4.23,0.32,4.37,2.33,5.23,5.55,3.18,3.14,6.89,0.69,6.31,5.44,2.55,0.77,4.19
September,,,,,,,,3.09,0.66,1.32,1.8,1.85,1.68,1.69,,0.87,4.01,2.71,0.69,3.84,0.92,1.16,1.22,4.03,1.15,1.58,0.54,0.96,3.11,1.63,0.22,2.77,1.45,1.47,1.58,0.79,2.33,1.02,7.58,1.44,1.65,1.12,3.62,3.5,3.9,3.63,2.34,4.79,0.8,0.7,4.59,5.6,1.94,,,,,,,,,,,3.22,4.74,1.67,4.37,1.27,0.99,1.27,3.4,2.43,3.21,1.77,2.56,1.4,3.49,4.55,3.38,0.21,3.22
October,,,,,,,,2.2,0.43,3.76,0.82,4.19,7.24,2.37,,3.69,4.07,1.79,4.28,2.78,3.6,1.9,2.86,8.25,0.51,2.1,4.63,5.82,1.42,2.45,3.34,2.59,3.02,3.09,2.5,1.51,5.15,4.34,2.33,3.39,3.5,2.33,1.45,3.21,3.95,4.31,3.98,3.63,5.94,4.17,4.36,1.79,5.04,,,,,,,,,,,2.21,3.12,4.04,1.18,1.14,1.24,3.48,1.47,1.46,4.03,1.92,4.26,1.75,1.47,2.11,1.97,2.37,4.92
