"KIRKMICHAEL, BALLINTUIM HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5569,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.71,4.34,7.99,3.61,2.85,3.31,7.18,5.19,9.69,1.66,5.19,
February,3.86,0.81,4.77,10.46,1.75,5.51,5.92,2.02,3.06,3.32,1.57,
March,3.87,4.42,2.13,2.15,0.57,1.37,1.65,3.62,7.66,0.42,1.86,
April,1.23,1.10,2.76,3.39,2.72,4.07,2.48,1.85,1.77,1.10,2.25,
May,4.04,2.94,1.74,1.79,4.51,5.06,2.96,3.42,1.39,3.53,1.84,
June,1.11,0.82,1.29,0.54,2.01,0.45,3.67,3.00,2.73,1.77,2.36,
July,2.11,3.61,3.36,2.82,4.74,4.05,2.24,4.86,1.31,3.03,2.48,
August,4.09,5.57,3.36,6.35,4.86,4.20,2.26,7.81,5.10,4.53,8.17,
September,2.83,1.42,2.94,4.79,4.16,2.80,3.59,3.66,3.58,1.39,4.71,
October,4.87,3.16,1.60,5.59,4.08,4.44,5.08,6.39,6.47,4.86,5.40,
November,4.10,4.51,1.74,3.11,3.19,1.43,9.09,4.07,5.01,4.35,4.94,
December,6.50,3.68,4.22,3.83,7.09,4.33,1.09,2.45,3.96,9.21,6.97,
Total,43.32,36.38,37.90,48.43,42.53,41.02,47.21,48.34,51.73,39.17,47.74,
Calc annual,43.32,36.38,37.90,48.43,42.53,41.02,47.21,48.34,51.73,39.17,47.74,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
