"TAUNTON (ORCHARD PORTMAN)",,,,,,,,,,,,
Grid ref,ST244216,Long,-3.078486,Lat,50.988816,,,,,,,
Station no,2068/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.69,3.79,0.29,1.86,4.63,3.55,2.72,2.59,3.92,2.93,,
February,5.61,0.77,1.04,2.86,2.55,0.14,4.11,4.70,0.17,3.55,,
March,4.12,2.77,0.25,4.39,1.70,1.38,2.25,0.82,4.31,2.73,,
April,2.80,2.75,2.73,0.06,0.88,1.37,0.02,0.60,2.82,2.97,,
May,3.36,2.71,2.05,1.81,3.54,0.35,1.74,2.63,0.77,1.60,,
June,0.90,2.15,1.68,3.41,2.80,1.12,3.44,3.25,1.35,1.26,,
July,1.47,0.86,1.70,2.26,2.37,2.74,2.72,2.25,1.62,3.47,,
August,3.45,4.56,1.94,2.49,0.54,2.10,2.16,2.34,1.03,2.72,,
September,2.46,2.99,2.87,3.21,1.64,5.84,2.65,3.89,0.50,3.74,,
October,1.05,4.18,3.28,2.22,1.65,1.54,2.13,2.34,3.08,10.83,,
November,8.23,3.87,1.65,8.27,5.20,0.73,2.10,1.70,6.99,2.43,,
December,3.40,2.56,0.85,2.43,5.77,6.34,3.22,4.94,7.94,3.59,,
Total,40.54,33.96,20.33,35.27,33.27,27.20,29.26,32.05,34.50,41.82,,
Calc annual,40.54,33.96,20.33,35.27,33.27,27.20,29.26,32.05,34.50,41.82,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
