"STOURBRIDGE (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SO893844,Long,-2.158895,Lat,52.457443,,,,,,,
Station no,2419,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.40,2.84,1.14,1.01,2.97,3.37,1.31,2.51,3.33,6.08,,
February,3.26,0.57,1.55,2.72,1.92,0.49,2.88,5.31,0.22,2.22,,
March,4.62,2.57,1.25,2.33,3.31,1.26,2.54,1.14,2.45,1.70,,
April,2.49,2.38,2.92,0.62,1.50,1.74,0.13,0.57,2.96,1.09,,
May,3.71,2.94,2.05,3.58,5.91,0.62,1.54,2.20,0.86,1.74,,
June,1.41,1.80,2.84,3.64,3.16,1.97,1.62,4.25,1.36,2.95,,
July,1.61,1.33,3.68,4.18,0.44,3.79,5.42,4.44,1.40,4.21,,
August,4.80,4.48,3.04,6.06,1.38,4.43,3.95,3.30,2.49,4.50,,
September,3.62,1.40,3.40,2.16,1.64,3.47,4.59,4.36,0.14,6.17,,
October,0.83,4.85,2.38,3.58,1.82,2.10,1.53,2.45,2.65,6.51,,
November,7.76,2.81,2.21,6.06,3.74,0.75,2.95,2.18,4.19,5.17,,
December,3.02,3.05,1.57,2.75,2.89,3.85,2.34,3.61,5.25,3.77,,
Total,39.53,31.02,28.03,38.69,30.68,27.84,30.80,36.32,27.30,46.11,,
Calc annual,39.53,31.02,28.03,38.69,30.68,27.84,30.80,36.32,27.30,46.11,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
