STOURBRIDGE (PUMPING STATION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO894846,Long,-2.1574299,Lat,52.459243,Elevation,212,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,4.12,0.95,2.74,0.81,1.78,2.53,3.45,3.29,2.73,4.3,1.8,2.81,2.06,3.08,3.03,4.65,1.51,5.42,1.69,2.53,2.14,3.23,1.15,3.38,3.52,3.08,5.97,3.88,3.67,3.77,4.96,2.41,1.84,2.85,2.23,4.85,1.84,0.62,2.4,2.84,1.14,1.01,2.97,3.37,1.31,2.51,3.33,6.08
February,,,,0.83,2.21,3.98,3.86,0.98,1.42,2.57,1.43,0.26,2.95,5.12,0.47,3.04,1.95,2.29,2,0.52,0.58,2.56,0.31,3.75,0.3,2.73,2.92,4.11,0.62,1.08,2.57,2.56,0.9,1.52,1.5,1.85,2.06,1.34,1.75,0.9,5.52,3.26,0.57,1.55,2.72,1.92,0.49,2.88,5.31,0.22,2.22
March,,,,5,2.25,0.8,3.17,2.24,1.34,4.48,2.64,1.37,1.92,1.69,1.6,0.62,0.41,2.62,2.28,0.13,3.11,0.08,1.77,2.63,2.17,0.63,2.53,2.94,0.42,1.62,1.77,2.15,1.8,0.93,0.48,1,0.87,5.72,1.15,1.76,1.31,4.62,2.57,1.25,2.33,3.31,1.26,2.54,1.14,2.45,1.7
April,,,,3.76,0.82,1.35,1.03,1.46,2.53,2.09,3.69,1.03,3.07,2.12,2.93,2.25,2.2,2.01,1.91,0.66,2.64,4.45,3.15,1.07,2.66,3.72,1.85,2.84,0.18,1.86,4.44,1.43,1.8,1.31,1.64,0.89,2.28,2.26,2.11,2.13,2.45,2.49,2.38,2.92,0.62,1.5,1.74,0.13,0.57,2.96,1.09
May,,,,2.35,1.19,2.14,2.54,4.19,2.06,0.88,2.88,1.61,1.04,1.61,7.54,3.04,3.99,1.28,0.55,2.18,2.55,5.24,6.75,2.4,1.16,1.44,1.62,2.64,1.74,1.34,2.7,3.93,3.78,4.05,0.54,2.82,3.07,2.42,2.08,2.86,1.73,3.71,2.94,2.05,3.58,5.91,0.62,1.54,2.2,0.86,1.74
June,,,,1.24,3.04,1.09,1.74,2.05,0.83,1.3,2.61,0.61,0.76,0.41,1.9,0.23,1.7,4.65,3.11,2.16,1.98,4.54,0.46,2.55,1.29,3.16,3.93,0.81,1.39,1.84,0.78,1.11,0.52,1.78,1.59,3.03,3.93,1.66,4.22,0.28,1.82,1.41,1.8,2.84,3.64,3.16,1.97,1.62,4.25,1.36,2.95
July,,,,1.52,4.06,7.32,2.48,2.58,2.69,2.65,4.42,0.75,5.24,3.23,4.02,2.53,3.17,4.61,1.17,1.74,5.3,4.57,3.4,1.96,1.73,0.6,7.18,2.87,4.55,5.37,2.5,3.07,1.73,1.12,2.07,1.5,1.9,5.38,1.44,2.83,2.88,1.61,1.33,3.68,4.18,0.44,3.79,5.42,4.44,1.4,4.21
August,,,,1.58,1.68,2.38,1.73,5.29,2.26,2.43,1.48,3.42,4.15,2.07,3.21,2.74,2.11,4.7,2.69,1.8,3.9,5.59,3.38,0.86,2.14,1.96,0.27,3.82,4.86,1.99,0.16,4.38,3.05,1.4,1.77,2.72,7.7,1.49,5.28,1.19,3.56,4.8,4.48,3.04,6.06,1.38,4.43,3.95,3.3,2.49,4.5
September,,,,2.04,0.88,0.55,0.91,1.9,7.33,2.14,1.79,0.76,2.5,2.07,3.89,4.03,1.04,4.77,0.67,1.06,3.16,2.54,2.68,0.43,1.91,3.63,3.43,2.37,2.58,0.91,1.04,0.58,1.47,2.5,2.47,1.33,4.39,1.2,2.97,1.27,4.22,3.62,1.4,3.4,2.16,1.64,3.47,4.59,4.36,0.14,6.17
October,,,,3.61,1.56,2.14,3.53,3.16,1.3,2.54,3.48,1.98,0.79,3.67,4.11,4.34,2.3,1.96,4.62,4.67,3.18,0.95,4.64,4.97,1.45,3.37,1.72,2.52,2.7,3.94,3.86,2.96,2.77,2.13,3.32,3.27,0.88,0.42,2.7,6.2,0.88,0.83,4.85,2.38,3.58,1.82,2.1,1.53,2.45,2.65,6.51
November,,,,2.49,3.52,2.44,3.58,1.28,2.04,1.42,1.09,2.24,0.92,1.49,2.05,1.61,5.87,4.54,3.05,6.83,3.62,4.15,1.59,0.9,2.04,5.94,2.94,1.66,3.93,6.53,6.41,3.01,1.22,1.9,5.18,0.33,5.66,1.63,1.99,3.46,4.88,7.76,2.81,2.21,6.06,3.74,0.75,2.95,2.18,4.19,5.17
December,,,,1.11,6.7,5.48,2.61,1.27,2.85,3.11,2.37,2.12,3.73,3.33,3.32,2.7,0.57,2.04,2.04,5.56,3.21,1.1,1.07,0.42,4.81,3.13,2.5,2.28,4.22,1.75,1.85,1.58,3.71,1.38,1.82,3.4,3.22,2.59,5.03,1.56,2.16,3.02,3.05,1.57,2.75,2.89,3.85,2.34,3.61,5.25,3.77
Total,,,,29.65,28.86,32.41,27.99,28.18,29.18,29.06,31.17,18.88,31.37,28.61,37.85,29.19,28.39,38.5,28.74,28.82,38.65,37.46,31.73,24.08,24.89,31.46,34.27,32.38,30.27,34.2,31.96,30.43,26.52,24.98,24.79,23.98,38.81,28.34,35.57,26.28,32.03,39.53,31.02,28.03,38.69,30.68,27.84,30.8,36.32,27.3,46.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926 total arithmetic incorrect on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
