"FALKIRK (KERSE)",,,,,,,,,,,,
Grid ref,NS912817,Long,-3.746832,Lat,56.015830,,,,,,,
Station no,5346,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,2.40,,,,,,,,,,
February,2.30,0.30,,,,,,,,,,
March,2.40,2.60,,,,,,,,,,
April,2.10,1.00,,,,,,,,,,
May,1.80,0.50,,,,,,,,,,
June,2.00,2.40,,,,,,,,,,
July,5.40,2.50,,,,,,,,,,
August,4.20,-999.00,,,,,,,,,,
September,2.00,-999.00,,,,,,,,,,
October,1.00,-999.00,,,,,,,,,,
November,4.50,-999.00,,,,,,,,,,
December,5.10,-999.00,,,,,,,,,,
Total,36.60,-999.00,,,,,,,,,,
Calc annual,36.60,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-1010.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
