"PENRITH BROUGHAM GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3692/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.05,5.27,2.39,2.41,2.79,5.18,4.00,4.00,6.74,,,
February,2.65,0.20,2.47,4.62,0.66,5.64,2.62,1.96,3.99,,,
March,4.27,4.13,1.95,2.01,0.90,1.37,1.84,3.60,3.51,,,
April,3.21,0.69,2.58,2.71,1.76,3.62,2.13,2.08,0.68,,,
May,4.52,1.64,1.28,2.77,3.93,4.31,1.78,1.92,1.20,,,
June,1.24,0.30,1.84,1.63,1.40,0.26,3.13,2.88,4.27,,,
July,4.27,2.05,3.81,2.25,3.27,1.90,2.96,3.59,3.31,,3.64,
August,1.31,4.33,2.17,7.40,1.66,3.14,4.13,7.55,7.02,,7.24,
September,2.26,1.30,2.51,3.27,4.52,3.66,4.41,6.70,1.43,,3.13,
October,2.06,2.26,0.82,6.13,3.19,4.18,3.83,3.90,6.25,,4.96,
November,2.61,1.86,1.30,4.00,2.88,1.03,6.58,2.07,6.34,,3.59,
December,2.80,4.25,6.98,3.55,6.65,4.39,0.47,1.06,2.15,,2.97,
Total,35.25,28.28,30.10,42.75,33.61,38.68,37.88,41.31,46.89,,,
Calc annual,35.25,28.28,30.10,42.75,33.61,38.68,37.88,41.31,46.89,0.00,25.53,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,
