"KYLEAKIN, INVERNESS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR84,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.70,5.60,7.02,11.40,11.35,10.00,21.15,4.20,13.75,9.55,,
February,4.35,9.65,3.15,7.45,9.05,4.11,10.49,11.62,30.70,14.25,,
March,4.84,12.95,1.45,3.05,3.90,6.35,5.25,1.20,17.10,4.55,,
April,1.70,0.13,4.63,6.90,4.97,4.70,3.25,10.22,4.18,3.45,,
May,2.65,1.80,4.90,2.80,1.69,8.40,2.48,4.54,6.80,0.50,,
June,1.85,1.65,5.59,5.15,6.55,3.42,1.95,11.39,10.65,1.50,,
July,0.50,2.35,5.45,1.35,3.37,5.25,3.25,3.50,2.05,3.55,,
August,1.58,8.06,3.30,10.04,5.40,6.32,5.57,3.65,7.85,1.90,,
September,4.60,6.98,4.35,11.92,10.16,7.50,9.68,8.25,2.40,9.90,,
October,7.80,6.53,12.95,3.69,6.09,5.18,6.02,14.86,10.60,6.45,,
November,1.80,7.15,4.35,14.30,5.69,5.68,10.92,3.92,8.10,12.00,,
December,0.15,5.40,10.90,17.05,11.45,12.27,17.57,12.85,11.15,14.20,,
Total,35.52,68.25,68.04,95.10,79.67,79.18,97.58,90.20,125.33,81.80,,
Calc annual,35.52,68.25,68.04,95.10,79.67,79.18,97.58,90.20,125.33,81.80,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
