"CRAIGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.18,4.61,4.38,1.81,3.30,1.73,5.06,1.59,4.30,1.69,2.07,
February,2.02,0.43,2.74,5.14,1.23,4.19,5.37,1.57,1.50,2.50,1.40,
March,1.90,2.34,2.30,1.59,0.98,1.46,1.02,3.04,5.00,1.14,1.80,
April,2.09,1.31,1.81,2.84,1.98,3.85,3.37,0.90,0.95,0.48,2.27,
May,3.64,3.27,1.02,2.05,4.63,3.62,2.22,2.42,1.70,2.80,1.89,
June,0.98,0.86,1.79,0.86,2.25,0.87,3.25,2.43,4.40,1.72,2.12,
July,2.26,2.00,4.49,2.40,4.98,1.70,3.13,1.95,1.10,4.85,2.50,
August,5.34,3.48,2.06,5.53,3.26,2.51,3.13,4.49,5.16,3.89,7.02,
September,2.32,1.31,2.76,2.68,4.17,3.38,3.98,5.36,2.60,0.57,6.48,
October,2.67,2.14,1.67,2.68,4.74,2.33,5.28,5.68,4.00,2.92,3.80,
November,2.35,2.76,1.76,2.09,2.68,1.51,4.81,1.95,3.55,4.16,4.10,
December,3.41,1.36,1.58,3.32,3.25,2.38,0.27,2.56,3.05,4.44,3.00,
Total,31.16,25.87,28.36,32.99,37.45,29.53,40.89,33.94,37.31,31.16,38.45,
Calc annual,31.16,25.87,28.36,32.99,37.45,29.53,40.89,33.94,37.31,31.16,38.45,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
