LINDAL BERKUNE MINES,,,,,,,,,,,,
Grid ref,SD255754,Long,-3.142658,Lat,54.168966,,,,,,,
Station no,RR6955,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.35,2.02,2.58,4.11,5.34,2.60,5.19,2.14,3.67,2.41,,
February,3.25,1.57,1.69,3.11,3.48,2.17,3.55,2.37,2.59,2.82,,
March,0.60,3.54,2.86,3.89,3.68,3.37,3.38,4.47,3.57,3.67,,
April,3.12,2.59,1.93,2.23,3.44,4.34,2.09,2.72,1.96,4.43,,
May,2.54,1.92,2.80,3.37,2.21,1.11,6.07,4.66,4.82,2.52,,
June,3.70,2.10,1.31,2.74,1.72,2.68,3.26,8.36,2.62,2.06,,
July,2.18,1.18,4.17,4.16,3.61,1.94,3.02,2.95,4.93,6.86,,
August,8.31,4.52,4.52,5.87,3.92,6.01,4.52,4.51,3.97,4.18,,
September,2.96,1.71,1.73,6.13,3.24,3.32,2.26,0.95,6.81,3.63,,
October,7.45,5.32,3.87,9.12,3.03,4.25,6.23,7.55,3.09,7.27,,
November,5.17,4.16,4.41,4.44,4.14,5.16,3.64,5.24,4.23,2.06,,
December,5.84,4.55,4.76,3.42,3.86,1.77,5.26,6.72,4.27,8.16,,
Total,50.47,35.18,36.63,52.59,41.67,38.72,48.47,52.64,46.53,50.07,,
Calc annual,50.47,35.18,36.63,52.59,41.67,38.72,48.47,52.64,46.53,50.07,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
