Rainfall at,HAMILTON WATER WORKS
,
Station no,,
,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,6.20,2.10,2.75,0.90,3.75,1.25,1.70,1.10,2.40,5.45,
February,0.85,0.40,1.75,3.20,8.65,0.55,1.90,3.10,3.80,2.00,
March,2.05,2.75,0.65,1.60,3.45,2.50,4.05,4.15,1.20,3.50,
April,1.05,0.40,1.10,1.50,1.95,1.45,1.75,2.15,2.05,2.95,
May,2.90,1.65,3.45,2.45,2.75,0.20,0.65,2.45,1.85,3.85,
June,2.50,1.80,3.65,1.85,2.85,1.25,3.95,5.80,1.45,2.00,
July,2.80,1.05,2.00,3.90,2.70,4.20,4.20,1.55,1.10,3.00,
August,3.00,4.90,7.20,3.50,4.35,5.00,1.80,3.40,4.80,0.95,
September,2.50,5.40,4.20,2.30,0.25,1.05,4.15,2.85,3.90,3.00,
October,1.70,3.00,4.60,4.10,3.10,3.55,4.40,1.60,3.10,3.00,
November,6.40,3.65,3.35,1.90,3.50,3.35,1.00,3.05,5.10,4.80,
December,1.40,7.30,1.60,4.65,3.75,4.30,4.95,6.20,6.25,2.30,
Total,33.35,34.40,36.30,31.85,41.05,28.65,34.50,37.40,37.00,36.80,
Calc annual,33.35,34.40,36.30,31.85,41.05,28.65,34.50,37.40,37.00,36.80,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,
