TROON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5223,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,3.77,
February,,,,,,,,,,,0.09,
March,,,,,,,,,,,2.23,
April,,,,,,,,,,,1.96,
May,,,,,,,,,,,1.23,
June,,,,,,,,,,,2.94,
July,,,,,,,,,,,1.97,
August,,,,,,,,,,,4.74,
September,,,,,,,,,,,2.98,
October,,,,,,,,,,,6.00,
November,,,,,,,,,,,5.01,
December,,,,,,,,,,,3.57,
Total,,,,,,,,,,,36.49,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.49,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
