"BRUTON (GREAT DOWN COTTAGE)",,,,,,,,,,,,
Grid ref,ST675335,Long,-2.465526,Lat,51.099875,,,,,,,
Station no,2000,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.32,2.46,0.84,1.65,3.04,,,,,,,
February,4.39,1.10,1.89,2.66,1.82,,,,,,,
March,3.31,4.10,0.67,4.01,1.30,,,,,,,
April,3.36,2.04,2.82,-999.00,1.56,,,,,,,
May,2.78,3.40,1.83,1.91,3.57,,,,,,,
June,1.93,2.55,1.94,3.70,2.13,,,,,,,
July,1.69,0.63,4.18,2.95,2.10,,,,,,,
August,5.51,4.79,3.58,5.71,0.96,,,,,,,
September,2.80,3.03,3.09,3.51,1.34,,,,,,,
October,0.85,4.07,2.72,3.32,2.11,,,,,,,
November,9.00,3.73,1.49,5.40,2.99,,,,,,,
December,2.44,3.00,0.78,3.05,5.00,,,,,,,
Total,41.38,34.90,25.81,38.26,27.92,,,,,,,
Calc annual,41.38,34.90,25.83,37.87,27.92,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.02,0.39,0.00,NaN,NaN,NaN,NaN,NaN,,
