"BRUTON, WYKE CHAMPFLOWER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2000,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,5.15,1.62,4.82,
February,,,,,,,,,2.86,1.42,1.01,
March,,,,,,,,,2.62,0.32,1.56,
April,,,,,,,,,1.46,1.10,2.35,
May,,,,,,,,,1.24,2.23,2.01,
June,,,,,,,,,3.29,1.40,0.50,
July,,,,,,,,,2.30,1.90,2.23,
August,,,,,,,,,2.14,2.81,3.66,
September,,,,,,,,,1.19,0.38,3.78,
October,,,,,,,,,5.68,5.75,3.03,
November,,,,,,,,,3.90,7.34,4.93,
December,,,,,,,,,3.57,6.27,3.73,
Total,,,,,,,,,35.40,32.54,33.61,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.40,32.54,33.61,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
