FRISTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TV545986,Long,0.189503,Lat,50.766422,Elevation,104,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,2.34,4.05,3.35,2.8,5.07,1.25,3.17,2.67,2.2,2.43,2.6,0.79,4.48,5.25,4.81,5.74,3.03,4.08,3.26,5.2,2.28,2.45,2.8,2.5,5.56,1.3,1.23,4.27,3.06,1.26,1.55,4.97,6.29,1.93,4.27,4.37,3.3
February,,,,,0.6,3.74,3.26,2.46,1.57,0.93,2.07,2.06,0.22,1.91,0.05,4.39,2.25,5.2,1.13,1.5,2.72,3.37,0.55,1.43,1.28,2.07,3.37,2.6,1.84,1.17,4.57,6.74,1.21,1.61,3.06,2.13,0.42,4.59,3.31,0.03,2.7
March,,,,,2.13,0.69,0.42,4.25,2.21,0.14,2.2,0.72,1.44,1.7,2.85,0.73,1.63,4.16,0.79,1.73,3.34,2.32,3.65,0.39,0.12,0.92,1.61,7.52,0.81,1.37,1.33,4.45,3.6,0.26,3.93,1.04,0.54,1.68,2.17,1.82,3.69
April,,,,,2.58,3.14,3.96,2.07,2.56,1.04,1.45,3.52,2.35,1.3,2.12,3.8,2.04,2.92,0.69,2.33,1.32,1.03,0.94,1.61,1.2,1.19,2.08,2.16,1.22,1.26,2.08,1.97,1.66,2.35,0.79,0.47,1.6,0.33,1.21,2.34,1.2
May,,,,,3.23,2.73,2.88,1.77,2.01,2.1,2.83,2.17,2.59,1.45,0.47,1.37,0.26,2.7,2.96,1.1,1.6,2.07,2.62,1.97,0.32,2.15,3.2,2.07,2.34,1.52,1.06,2.34,1.55,1.58,1.86,4.06,0.46,0.92,2.97,0.46,2.45
June,,,,,2.19,0.21,3.71,3.24,2.86,2.36,1.1,1.65,1.39,2.4,1.6,2.36,3.02,1.33,0.61,1.53,0.32,2.27,0.25,2.09,1.41,1.43,2.39,2.57,1.6,0.66,0.64,1.3,0.84,1.56,2.13,2.08,2.38,0.58,3.79,1.29,2.16
July,,,,,2.87,5.37,1.88,2.26,1.66,1.44,1.97,2.76,4.23,1.38,1.32,0.35,4.31,1.55,1.58,1.93,2.6,2.27,2.07,1.81,1.78,4.26,2.39,3.54,1.62,0.7,2.51,1.8,1.09,3.2,4.94,0.78,2.77,5.01,2.39,1.66,2.58
August,,,,,4.18,1.98,1.82,3.92,1.43,2.15,3.43,3.9,0.68,1.14,2.45,4.68,0.88,1.92,1.35,2.24,0.08,4.59,2.45,1.14,2.81,1.54,7.23,0.09,3.6,1.4,2.92,6.32,3.39,2.13,4.05,2.16,4.69,2.08,4.63,1.08,5.99
September,,,,2.91,3,3.31,0.53,5.69,0.47,0.7,3.3,1.45,2.8,4.83,1.51,5.91,2.5,2.65,2.92,0.71,2.15,0.4,2.25,2.24,2.7,2.88,3.01,1.54,2.8,2.37,3.61,4.37,3.74,3.23,3.94,2.61,3.43,4.68,4.09,0.25,3.46
October,,,,7.69,5.38,3.76,3.48,1.98,7.94,4.42,2.43,0.73,7.72,2.41,2.33,5.23,1.18,2.8,3.49,8.23,3.87,1.46,3.96,2.71,4.96,2.66,1.08,0.83,2.23,8.74,1.33,3.59,3.87,3.24,3.07,4.74,1.27,1.87,4.4,4.49,7.84
November,,,,2.57,3.42,2.9,7.4,3.33,4.49,7.14,7.12,5.94,1.3,1.29,3.67,7.13,4.45,1.81,4.45,7.09,7.69,4.58,1.48,2.01,5.43,0.89,4.14,2.28,3.18,4.51,6.28,5.19,5.56,2.14,5.76,1.26,1.27,2.74,2.69,5.08,7.74
December,,,,3.42,4.88,5.41,0.96,4.87,2.9,7.42,3.27,0.95,0.46,1.19,8.62,4.1,2.51,5.52,3.51,1.86,3.01,1.72,2.93,2.41,1.83,3.6,3.79,2.88,2.83,2.71,3.04,2.91,4.4,1.06,2.63,4.86,4.24,1.95,4.24,7.76,5.6
Total,,,,,36.8,37.29,33.65,38.64,35.17,31.09,34.34,28.52,27.38,23.43,29.59,40.84,29.51,37.81,28.29,35.99,31.73,30.16,26.41,25.01,26.12,26.04,37.09,30.58,29.63,27.71,30.6,45.25,33.97,23.62,37.71,31.16,29.36,28.36,40.16,30.63,48.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
