"FRISTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,531,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.34,4.05,3.35,2.80,5.07,1.25,3.17,
February,,,,,0.60,3.74,3.26,2.46,1.57,0.93,2.07,
March,,,,,2.13,0.69,0.42,4.25,2.21,0.14,2.20,
April,,,,,2.58,3.14,3.96,2.07,2.56,1.04,1.45,
May,,,,,3.23,2.73,2.88,1.77,2.01,2.10,2.83,
June,,,,,2.19,0.21,3.71,3.24,2.86,2.36,1.10,
July,,,,,2.87,5.37,1.88,2.26,1.66,1.44,1.97,
August,,,,,4.18,1.98,1.82,3.92,1.43,2.15,3.43,
September,,,,2.91,3.00,3.31,0.53,5.69,0.47,0.70,3.30,
October,,,,7.69,5.38,3.76,3.48,1.98,7.94,4.42,2.43,
November,,,,2.57,3.42,2.90,7.40,3.33,4.49,7.14,7.12,
December,,,,3.42,4.88,5.41,0.96,4.87,2.90,7.42,3.27,
Total,,,,,36.80,37.29,33.65,38.64,35.17,31.09,34.34,
Calc annual,0.00,0.00,0.00,16.59,36.80,37.29,33.65,38.64,35.17,31.09,34.34,
Difference,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,
