"BUSBY (THORNTON HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5202,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.88,8.58,3.32,3.00,4.83,5.53,5.73,6.63,11.71,1.53,7.53,
February,6.27,0.97,3.78,3.72,0.52,4.85,4.33,2.25,4.96,1.89,0.11,
March,4.60,6.64,2.09,2.09,0.84,2.15,3.87,2.92,2.91,0.77,3.42,
April,1.83,1.00,1.82,3.47,2.23,5.29,2.67,2.70,1.47,1.69,1.02,
May,5.37,2.20,2.78,1.62,4.37,7.60,2.48,1.84,2.13,3.74,1.63,
June,1.77,0.42,1.54,1.39,1.94,0.42,2.18,3.72,4.44,2.40,2.56,
July,3.19,3.03,2.36,4.52,3.77,1.59,3.48,4.42,2.84,3.51,2.92,
August,5.34,5.86,2.01,6.43,3.17,3.49,2.63,5.17,3.41,4.95,4.70,
September,2.27,2.24,1.35,6.65,5.43,3.24,3.17,7.66,4.38,1.35,4.68,
October,1.27,4.60,2.11,7.10,2.99,3.54,4.96,5.37,7.86,5.54,6.79,
November,3.81,2.39,2.15,4.09,3.50,1.04,6.76,5.34,5.83,7.31,5.94,
December,3.86,7.22,3.24,3.76,7.31,4.30,1.73,1.27,4.62,9.64,3.53,
Total,45.46,45.15,28.55,47.84,40.90,43.04,43.99,49.29,56.56,44.32,44.83,
Calc annual,45.46,45.15,28.55,47.84,40.90,43.04,43.99,49.29,56.56,44.32,44.83,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
