"BUSBY THORNTON HALL",,,,,,,,,,,,
Grid ref,NS594547,Long,-4.242510,Lat,55.765151,,,,,,,
Station no,5202,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,2.39,5.31,5.59,,
February,,,,,,,,2.81,2.58,2.20,,
March,,,,,,,,4.99,4.43,3.83,,
April,,,,,,,,2.10,1.38,2.37,,
May,,,,,,,,3.74,2.47,2.07,,
June,,,,,,,,3.91,2.77,2.55,,
July,,,,,,,,2.21,2.51,4.40,,
August,,,,,,,,3.79,3.13,2.72,,
September,,,,,,,,0.91,4.26,1.56,,
October,,,,,,,,7.65,1.28,5.87,,
November,,,,,,,,2.81,3.22,2.34,,
December,,,,,,,,5.70,4.02,4.58,,
Total,,,,,,,,43.01,37.36,40.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.01,37.36,40.08,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,,
