ELSFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX797828,Long,-3.7016,Lat,50.6326,Elevation,928,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,8.91,1.96,1.87,2.15,5.6,1.29,6.12,9.6,1.04,3.5,1.87,1.36,5.39,6,7.31,3.38,5.64,2.61,6.1,7.46,6.97,6.69,7.19,3.31,8.22,3.44,8.42,4.46,6.06,1.22,8.71,8.79,6.81,9.67,2.93,6.53,5.53,12.13,3.22,3.02,7.16,5.46,9.91,1.14,
February,,,,,,,4.31,1.97,2.32,0.72,6.75,2.25,4.79,2.24,7.56,8.52,8.09,0.9,2.48,5.91,0.85,0.34,5.04,12.18,2.19,6,3.51,4.78,4.2,2.74,1.72,3.31,0.08,4.26,0.35,4.81,5.32,7.14,1.89,2.8,5.6,5.91,0.53,3.09,0.75,3.47,4.6,3,2.42,2.1,
March,,,,,,,1.39,1.09,4.91,7.9,1.42,2.89,7.67,6.41,6.61,0.63,4.01,4.22,1.25,4.01,4.07,2.9,4.59,2.17,2.62,0.58,0.77,4.77,5.47,0.25,3.43,2.4,3.69,5.56,4.13,1.8,6.3,5.64,0.18,2.61,4.33,5.32,4.17,1.92,0.11,1.27,2.55,10.25,2.33,1.91,
April,,,,,,,1.22,5.5,2.53,2.98,3.2,1.99,0.15,6.57,2.17,1.13,0.9,1.86,2.88,2.06,4.5,0.73,5.04,4.79,4.87,4.19,1.81,2.02,2.16,0.9,3.97,4.53,3.48,1.81,4.02,5.68,2.71,4.4,0.3,3.47,4.92,1.5,2.75,1.54,3.1,1.14,2.95,3.85,2.75,2.48,
May,,,,,,,2.27,4.73,2.4,1.26,2.92,1.5,1.67,4.66,2.18,2.94,2.18,2.68,1.26,1.13,1.43,1.99,0.71,2.73,4.97,4.53,1.16,0.63,1.32,3.21,1.53,3.77,4.12,2.56,2.37,2.74,1.9,3.01,4.18,1.06,2.14,2.91,9.64,4.88,0.69,4.39,7.07,4.06,2.73,2.6,
June,,,,,,,1.58,2.87,1.29,3.56,2.3,3.26,5.24,0.79,1.66,1.46,1.7,4.41,1.43,0.47,1.77,0.15,0.81,0.37,2.56,0.07,3.02,2.99,2.51,2.17,0.52,2.84,4.44,2.77,1.88,5.28,1.6,1.26,1.82,3.46,0.96,2.57,0.71,1.16,2.67,2.97,2.73,3.12,2.61,0.64,
July,,,,,,,0.74,1.37,2.22,2.46,2.79,1.06,3.1,0.45,4.48,3.05,0.96,2.09,3.82,1.12,4.15,1,3.96,2.28,4.33,3.35,1.3,6.88,1.55,1.33,2.17,3.53,2.7,3.06,1.07,0.64,7.78,1.1,4.89,7.36,5.25,1.04,1.86,2.36,2.69,3.01,1.13,2.94,1.18,2.17,
August,,,,,,,2.68,1.39,4.56,1.82,4.77,2.52,7.52,0.82,2.29,2.08,5.54,7.68,2.75,2.95,0.72,1.63,4.18,3.57,2.8,2.09,1.22,3.94,2.38,1.67,4.39,5.19,2.52,2.05,4.05,2.26,0.2,1.26,5.99,3.34,0.16,4.51,4.94,3.27,3.98,2.31,5.24,1.85,3.73,1.83,
September,,,,,,,0.61,0.84,3.04,1.81,0.57,2.26,1.27,2.86,2.57,0.98,2.82,1.8,6.67,1.81,1.97,0.8,4.1,3.92,5.62,4.12,0.91,5.56,1.62,0.6,6.69,1.64,6.01,1.9,2.92,4.24,4.01,2.32,1.79,0.72,1.43,0.95,3.59,4.03,3.19,3.55,7.68,2.53,1.7,4.95,
October,,,,,,,6.83,9.38,2.74,8.45,8.42,5.36,6.14,5.26,3.82,6.11,7.76,5.9,2.28,1.66,4.16,1.56,1.47,7.57,6.81,4.24,3.04,2.58,7.29,6.84,4.86,0.89,9.46,4.88,3.58,5.18,1.48,3.97,5.3,6.98,6.01,2.42,3.35,5.66,6.22,5.74,3.39,1.12,4.32,9.03,
November,,,,,,,3.84,4.62,1.95,1.51,7.24,6.52,2.78,5.07,5.27,3.28,8.19,2.46,4.88,2.92,2.92,4.31,3.24,3.68,5.3,3.92,11.32,3.74,6.54,15.89,8.22,12.22,3.19,2.08,2.75,8.15,4.34,3.44,8.53,10.42,9.55,3.91,1.39,3.17,8.48,1.24,10.47,4.12,2.53,6.1,
December,,,,,,,2.65,6.87,3.85,7.55,11.18,16.01,6.66,3.39,12.7,12.3,4.21,1.42,5.62,6.18,5.98,2.86,8.15,4.04,6.28,7,0.84,5.2,5.71,15.3,5.19,2.09,3.74,3.13,16.25,7.12,5.73,4.97,6.7,2.48,3.23,4.33,8.22,4.03,4.35,8.81,6.77,4.11,10.06,1.53,
Total,,,,,,,37.03,42.59,33.68,42.17,57.16,46.91,53.11,48.12,52.35,45.98,48.23,36.78,40.71,36.22,39.83,21.65,46.93,49.91,54.45,47.55,35.87,49.78,47.94,54.21,50.91,45.85,51.85,38.52,49.43,49.12,50.08,47.3,48.38,54.37,46.51,41.9,46.68,47.24,39.45,40.92,61.74,46.41,46.27,36.48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torquay water board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Daily readings discontinued on Aug 4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 Station ceased due to labour difficulties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Data removed as estimated and note says omit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
