"CALSHOT",,,,,,,,,,,,
Grid ref,SU489025,Long,-1.307185,Lat,50.819987,,,,,,,
Station no,639,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.54,2.25,1.13,,,,,,,,,
February,5.63,0.55,1.23,,,,,,,,,
March,4.01,2.44,0.46,,,,,,,,,
April,2.53,1.89,1.51,,,,,,,,,
May,2.19,2.44,2.21,,,,,,,,,
June,1.31,1.28,1.78,,,,,,,,,
July,2.27,0.31,3.15,,,,,,,,,
August,5.00,2.41,2.00,,,,,,,,,
September,3.09,4.38,3.18,,,,,,,,,
October,0.84,3.55,,,,,,,,,,
November,8.87,3.84,,,,,,,,,,
December,3.10,2.41,,,,,,,,,,
Total,42.38,27.75,,,,,,,,,,
Calc annual,42.38,27.75,16.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
