WARMINSTER-HENFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST875440,Long,-2.1802669,Lat,51.19508,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,6.41,3.17,3.84,3.58,3.56,1.08,5.29,6.42,4.42,5.98,2.82,3.6,4.48,6.23,2.36,1.89,4.05,3.29,6.25,1.16,0.49,4.01,3.29,0.84,2.05,3.85,4.81,2.57,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.94,2.6,0.1,4.31,0.22,3.6,2.83,6.55,1.18,2.19,3.3,3.88,0.43,1.49,0.85,2.95,3.33,1.43,1.5,1.75,5.73,5.64,0.96,1.49,3.42,2.38,0.27,4.12,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,2.36,0.85,2.46,4,2.63,1.13,3.91,4.77,0.19,1.77,2.28,3.65,2.35,0.93,0.42,1.15,0.99,6.98,1.19,1.32,1.19,3.34,3.38,0.68,3.69,1.38,1.17,2.28,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.17,2.67,3.44,1.46,2.39,4.71,2.49,2.93,0.13,3.21,2.32,1.74,2.24,0.91,1.44,0.83,2.82,2.98,1.68,1.79,3.28,3.6,1.48,2.73,0.22,0.47,1.19,0.29,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.64,2.51,5.33,2.48,0.94,0.99,0.89,2.54,1.68,1.22,1.26,1.91,4.98,2.96,0.53,2.59,4.77,2.55,3.76,2.72,1.76,2.58,3.74,2.18,1.93,4.89,0.34,1.64,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.81,3.51,1.77,1.07,1.56,3.82,3.73,1.66,1.55,2.32,0.99,1.95,0.3,1.42,2.34,3.85,2.75,1.85,2.34,0.26,1.49,1.17,1.64,1.68,3.85,3.19,1.83,1.84,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.18,4.69,3.59,2.26,2.26,0.65,6.6,2.49,3.28,5.12,3.11,1.68,1.81,2.95,3.11,1.7,1.24,2.08,0.92,2.34,5.02,1.5,0.75,4.22,2.76,0.35,2.48,4.53,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.51,5.3,0.85,1.84,3.06,2.21,0.57,0.98,4.56,3.04,0.14,5.19,3.35,3.71,2.31,1.86,5.37,0.61,3.75,2.1,3.82,5.84,4.13,2.68,5.31,0.42,3.71,3.45,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,4.1,1.91,4.76,1.92,4.11,6.11,3.6,3.12,2.35,0.57,1.71,0.51,1.83,2.87,2.56,3.15,5.08,1.62,2.68,1.62,4.19,2.85,3.5,4.08,2.94,1.4,3.3,3.37,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,2.43,0.81,6.68,2.95,2.61,5.44,2.13,5.05,4.62,3.3,4.35,1.79,4.48,4.46,5.54,3.99,1.25,0.8,3.29,7.03,1.48,0.76,4.38,3.8,2.72,2.65,2.03,2.89,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
