WIRKSWORTH (WASH GREEN),,,,,,,,,,,,
Grid ref,SK295538,Long,-1.561069,Lat,53.080614,,,,,,,
Station no,2666/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.00,3.37,1.05,1.71,2.87,5.79,2.43,4.03,2.80,4.66,,
February,3.98,1.13,1.79,3.29,2.54,1.34,3.27,4.84,0.11,2.98,,
March,4.67,2.31,2.31,2.57,3.06,1.34,2.90,2.21,2.14,2.05,,
April,2.37,2.50,2.90,0.51,1.44,1.54,0.11,1.24,3.28,1.65,,
May,2.73,2.95,2.23,3.45,2.98,0.78,1.00,3.57,0.46,1.95,,
June,1.50,2.64,3.38,4.35,3.46,3.44,1.36,4.09,1.10,1.68,,
July,0.76,1.54,2.85,2.81,0.75,3.98,4.76,4.98,1.90,3.59,,
August,5.71,2.62,2.55,4.11,0.41,6.32,6.42,2.50,1.20,5.25,,
September,2.73,2.28,1.67,4.59,1.05,2.92,7.51,3.40,0.04,5.33,,
October,0.88,4.45,2.46,4.74,2.91,1.77,2.72,2.72,2.36,7.03,,
November,8.43,1.92,2.67,6.00,3.33,1.30,2.17,1.01,3.90,4.87,,
December,3.38,3.05,1.38,3.71,3.49,4.04,3.06,4.25,6.32,3.75,,
Total,40.14,30.76,27.24,41.84,28.29,34.56,37.71,38.84,25.61,44.79,,
Calc annual,40.14,30.76,27.24,41.84,28.29,34.56,37.71,38.84,25.61,44.79,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
