MONIKIE (FALLAWS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO511409,Long,-2.797141,Lat,56.557514,Elevation ,585,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.4,3.75,2.5,3,4,2,3.3,2,4.1,2.2,6.02,1.7,3.4,3,2.4,2,2.1,1.1,5.75,5.2,4.6,4.38,2.78,3.8,4.73,4.4,1.5,4.58,2.23,3.91,5.4,1.37,1.7,4.15,1.5,0.67,1.7,1.75,3.65,3.3,2.88,1.3,5.43
February,,,,,,,,,2.2,2.7,2.19,0.6,3,5.9,1.2,4.8,5.1,2.25,1.6,2.6,1.8,1.7,0.2,2.9,0.16,2,4.4,3.7,0.9,2.4,2.6,5.5,2.2,1.1,0.9,2.96,1.5,4.5,3.63,1.58,2.55,3.05,0.3,0.9,3.4,2.63,1.4,4.4,2.9,0.37,2.9
March,,,,,,,,,1.5,,2.4,2.5,2.6,2,1.06,1.3,1.5,3.1,6,0.5,1.95,1.6,3.2,2.35,3.7,1.7,3.4,4.1,0.4,2.7,3.2,2.2,2.5,0.6,,1,2.5,4.5,0.6,1.65,2.87,2.8,3.7,0.35,3.3,2.3,1.8,2.7,7.4,1.57,2.9
April,,,,,,,,,1,2.53,2.2,1.5,2.1,2.6,2.15,4,3.5,1.8,1.1,1.7,2.5,2.8,2.75,2.1,5.6,4.4,0.8,2.6,0.25,1,2.85,1.4,1.9,1.4,2.67,1.4,0.4,2.9,1.18,2,1.9,2.69,1,2.8,1.16,0.8,0.67,0.95,2.75,3.08,3.1
May,,,,,,,,,,1.3,4.12,3.5,1.5,2.4,,4.5,2.3,2.45,1.6,2.9,1.8,3.5,4,1.5,2.3,0.9,1.8,2.3,4.1,1.6,1.3,2.3,4.2,3.8,,4.7,1.87,5,3.82,1.45,1.58,1.7,2.7,2.3,3.73,2.3,0.65,2.15,3,1.08,1.58
June,,,,,,,,,1.3,1.7,1.3,0.73,2,1,2.13,1,3.5,2.7,4.2,1.52,2.25,5.7,1.27,1.5,1.3,4.5,1,2.3,4.1,1.7,0.5,1.2,1.1,2.1,2.87,3.4,4.08,2.37,5,1.3,1.4,2.39,2.4,1.3,2.5,0.98,3.98,1.03,2.3,2.38,2.8
July,,,,,,,,,4.5,0.95,2.9,2,4.7,2.37,4.8,1.95,3.5,2.4,1.7,4.55,2.8,5.1,3.9,3.71,3.4,1.2,3.5,4.2,4.5,4.5,4.65,3.2,3.5,2,3.12,2.85,4.1,2.37,3.5,2.2,4.9,3.4,2.3,3.6,2.8,1,5.28,5.05,5.5,2.59,3.1
August,,,,,,,,,2.85,2.7,3.6,3.8,2.3,5.7,2.7,2.45,2.55,4.6,5.7,4.2,7.4,3.25,0.6,0.9,4.8,1.75,1.7,3.4,1.2,2,0.9,3.8,3.5,5.6,1.72,2.49,4.1,0.3,7.9,2.89,4.1,4.8,3.69,2.09,3,0.3,5.73,4.9,2.97,0.65,4.27
September,,,,,,,,,4.21,1.53,2.35,1.55,2.2,2.85,4.4,3.8,3.75,5.1,2.7,0.5,6.7,1.2,2.6,1.6,3.35,4.8,3.8,1.4,3.3,2,2,1,3.3,3.4,2.3,3.4,4.63,2.42,2.43,1.7,6.4,2.3,1.2,2.8,3.2,1,4.85,2.2,3.1,0.59,2.72
October,,,,,,,,,2.8,2.25,3.1,,1.8,2.8,5.2,2.9,3.1,5.2,4.5,3.2,3.8,1.1,7.3,4.5,3.7,5.4,1.65,3.2,3.8,5.3,5.5,,2.4,3.15,4.71,5.78,0.49,1.85,3.43,4.23,1.55,0.58,2.7,1.6,5.95,2.27,1.7,2,2.15,2.82,9.2
November,,,,,,,,,2.1,5.45,2.8,3,2,2.4,2.7,1.63,4.6,3,4,4.5,4.3,5.75,1.85,2.9,1.27,5.15,2,0.7,4.5,5.9,6.1,4.9,0.59,1.3,4.17,1.81,7.88,2.47,1.36,4.69,3.8,9.6,2.4,2.85,5.6,2.35,0.75,1.7,0.9,6.3,4.8
December,,,,,,,,,2.9,4.5,4.8,1.75,2,3.4,2.9,2,1.2,3.3,3.1,4.75,3.3,1.2,3.56,1.6,5.8,2.9,2.3,3.7,3.7,1.75,1.9,1.4,2.9,,3,5.8,3.4,1.75,3.82,2.52,1.7,2.35,2.3,4,3.55,6.3,3.9,5.4,5.4,5.98,2.39
Total,,,,,,,,,,,34.26,,30.2,35.42,,32.33,38.7,38.1,42.22,32.62,42,35.9,33.63,27.56,37.48,35.8,32.1,36.8,35.35,35.23,34.28,,32.82,,,40.17,37.18,34.34,42.07,27.58,34.45,39.81,26.19,25.26,39.89,23.98,34.36,35.78,41.25,28.71,45.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Mar +T deleted estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Oct +T deleted estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 May +T deleted estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926 T is 38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 Oct +T deleted estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943 Dec+T deleted est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 Mar +May+T deleted estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
