ST BOSWELL'S MONKSFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT580326,Long,-2.667851,Lat,55.585221,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,0.59,2.28,0.65,1.11,2.25,1.35,0.73,1.52,2.42,1.6,1.7,,3.15,3.57,,2.65,3.96,2.38,1.33,2.28,2.22,2.7,2.89,4.57,1.2,2.74,1.81,3.19,3.19,2.04,1.37,5.19,2.18,3.87,,1.21,2.18,2.76,,1.45,4.22,2.12,,,2.06,1.54
February,,,,,,1.11,1.28,1.26,0.95,1.75,2.15,1.25,2.09,1.04,2.09,2.16,,0.64,2.66,,2.73,0.62,2.02,3.18,0.92,4.72,3.04,0.97,2.83,1.29,0.9,2.05,0.57,2.3,0.08,1.42,2.88,2.77,0.68,,1.74,3.49,1.29,,1.6,2.18,0.99,,,1.28,2.88
March,,,,,,2.52,1.65,1.47,3.12,3.38,0.77,2.31,1.95,2.99,2.37,1.78,,1.15,1.02,,3.36,2.28,1.68,1.21,0.74,1.66,1.71,2.05,4.03,0,2.05,0.76,2.66,0.76,3.52,1.09,2.02,2.35,0.78,,2.74,2.53,1.22,,0.62,1.18,2.08,,,1.53,1.61
April,,,,,,2.68,0.84,1.68,0.65,3.01,2.12,1.57,0.13,2.97,0.93,0.56,,2.28,0.68,,1.69,0.48,1.69,2.56,1.46,1.89,1.84,1.47,0.73,1.73,1.45,2.73,2.51,1.12,3.51,2.73,1.19,1.4,0.36,,2.48,1.28,0.97,,1.86,0.89,0.43,,,1.51,2.29
May,,,,,,1.05,5.78,3.11,2.26,1.65,1.31,0.63,0.65,2.36,1.48,1.39,,1.99,1.79,,2.36,0.85,1.55,1.77,,4.97,2.27,2.41,1.56,1.11,1.49,2.48,1.67,1.58,2.14,0.95,0.59,3.94,2.58,,1.61,1.87,1.94,,2.17,4.16,1.43,,,1.87,1.08
June,,,,,,1.72,1.93,3.37,1.97,1.35,1.2,1.72,4.83,1.9,2.16,1.13,,1.46,0.24,,1.99,0.57,1.52,0.55,1.91,0.32,3.26,2.99,4.28,1.91,2.03,5.74,1.19,1.27,2.56,4.63,1.56,1.54,2.6,,1.08,1.97,0.96,,1.85,2.23,1.39,,,0.95,1.86
July,,,,,,2.16,1.64,2.1,1.56,1.5,4.48,0.73,1.18,0.55,1.34,2.14,,1.74,3.77,,2.3,1.35,3.08,1.15,3.33,1.5,2.17,3.42,1.51,3.21,4.24,2.88,2.78,2.56,2.06,0.85,3.25,3.46,3.79,,7.47,2.29,2.55,,2.47,1.99,2.09,,,2.29,4.1
August,,,,,,3.75,5.05,2.77,1.73,1.3,4.17,0.76,4.6,1.53,2,3.25,,6.06,1.96,,3.41,4.34,2.02,3.73,2.71,2.98,3.49,5.89,3.76,4.12,5.26,3.75,1.48,1.51,2.5,2.88,1.37,2.26,1.7,,0.93,3.15,1.54,,2,1.28,4.34,,9.17,2.45,1.64
September,,,,,,1.59,0.71,0.68,2,1.76,0.42,1.11,1.32,1.69,1.02,1.39,,1.46,4.47,,1.21,2.06,1.42,2.8,3.38,3.82,3.88,5.13,2.12,0.17,2.68,0.84,4,1.2,2.18,3.17,3.51,2.03,1.84,,2.17,0.67,2.51,,5.34,3.11,3.02,,2.7,0.98,4.16
October,,,,,,2.85,5.37,4.79,1.15,3.37,2.53,2.23,3.52,2.85,1.24,1.63,,3.56,4,,1.95,2.69,2.75,2.94,2.51,2.59,3.8,2.15,5.07,2.78,4.28,1.25,5.31,2.42,5.08,5.95,1.66,3.38,5.09,,3.1,3.69,2.07,,2.76,4.04,0.62,,1.72,5.88,1.21
