WENDOVER (PUMPING STATION),,,,,,,,,,,,
Grid ref,SP879039,Long,-0.728745,Lat,51.726938,,,,,,,
Station no,1017/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.61,2.28,1.38,1.29,2.58,4.17,1.78,3.13,3.87,3.72,,
February,5.63,0.91,2.06,2.49,2.04,0.61,3.45,3.08,0.03,2.88,,
March,4.00,2.66,0.71,2.89,1.31,1.13,1.54,1.61,3.17,1.27,,
April,3.51,2.27,2.63,0.42,0.69,1.38,0.26,1.46,2.65,0.81,,
May,2.32,2.20,2.05,3.54,4.72,0.31,1.45,2.11,0.91,1.78,,
June,1.76,1.12,1.95,3.68,2.49,2.35,2.19,4.04,2.37,1.92,,
July,1.12,0.61,3.95,2.55,0.36,3.16,3.08,2.68,3.23,4.40,,
August,4.37,4.21,2.46,3.74,0.51,4.87,3.76,3.53,2.12,3.84,,
September,3.73,3.36,2.67,2.58,2.32,2.79,3.40,6.45,0.16,5.49,,
October,1.10,3.76,2.81,2.45,2.77,1.84,2.77,3.45,2.66,6.07,,
November,6.38,4.14,1.61,6.43,1.70,0.99,2.30,2.94,2.74,4.84,,
December,2.42,3.36,0.74,2.83,3.16,3.96,2.99,3.40,5.51,4.18,,
Total,39.95,30.88,25.02,34.89,24.65,27.56,28.97,37.88,29.42,41.20,,
Calc annual,39.95,30.88,25.02,34.89,24.65,27.56,28.97,37.88,29.42,41.20,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
