"ASHTON-UNDER-LYNE (HENRIETTA ST YD.)",,,,,,,,,,,,
Grid ref,SJ940995,Long,-2.091903,Lat,53.492172,,,,,,,
Station no,2935,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.31,,
February,,,,,,,,,,2.11,,
March,,,,,,,,,,3.22,,
April,,,,,,,,,,3.33,,
May,,,,,,,,,,2.01,,
June,,,,,,,,,,2.62,,
July,,,,,,,,,,6.05,,
August,,,,,,,,,,3.26,,
September,,,,,,,,,,2.39,,
October,,,,,,,,,,5.63,,
November,,,,,,,,,,1.39,,
December,,,,,,,,,,6.56,,
Total,,,,,,,,,,40.88,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.88,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
