COUPAR ANGUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 22053 39930,Long,-3.269301,Lat,56.544877,Elevation,183,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,1.65,3.65,3.74,1.85,3.21,2.77,2.48,1.45,3.91,1.17,1.69,1.18,3.55,3.02,0.86,1.49,0.95,3.57,3.83,2.09,1.12,3.8,2.07,0.44,2.95,1.16,2.02,2.19,2.92,0.55,,,,,,,,
February,,,2.29,3.86,1.81,3.06,1.27,1.28,0.53,1.52,0.93,0.15,1.81,3.05,5.22,0.72,0.81,1.21,1.05,2.89,3.57,1.14,1.07,3.77,3.7,0.74,1.24,1.26,1.34,0.66,2.79,1.69,,,,,,,,
March,,,2.61,2.22,3.37,1.78,3.97,1.36,3.2,1.1,1.93,2.5,0.59,0.83,1.29,1.75,1.45,4.54,0.35,1.83,0.91,2.09,0.95,3.91,1.9,3.07,1.19,1.73,3.41,3.17,1.63,0.99,,,,,,,,
April,,0.73,2.97,1.32,1.35,2.7,1.17,1.97,1.23,3.49,0.51,2.27,0.55,0.72,1.5,1.08,0.82,1.83,3.53,2.82,1.85,2.62,1.51,1.31,2.27,1.31,0.92,1.96,0.85,3.26,2.56,0.8,,,,,,,,
May,,1.44,1.54,1.04,2.17,3.42,3.59,0.49,2.32,3.49,1.5,1.6,2.92,1.03,2.83,0.58,0.55,1.71,1.88,3.78,2.97,2.13,1.36,1.23,2.4,1.83,4.46,3.34,2.01,3.07,1.37,1.44,,,,,,,,
June,,2.67,2.76,2.78,0.5,0.77,0.94,0.49,2.88,0.7,2.9,0.64,2.46,1.87,2.42,2.77,2.42,4.22,1.59,1.41,2.56,1.64,2.06,2.3,0.86,0.91,1.27,3.75,1.74,0.83,2.04,0.72,,,,,,,,
July,,1.99,4.56,4.98,4.48,0.62,3.23,1.8,4.44,2.14,3.38,4.03,1.51,2.85,2.93,4.3,3.37,1.18,0.63,2.09,2.49,1.47,2.33,4.12,2.28,1.48,0.92,2.36,2.05,2.74,4.79,1.47,,,,,,,,
August,,3.68,1.33,2.44,2.3,3.76,0.96,3.2,2.3,5.96,2.05,4.82,3.99,2.29,4.96,6.81,1.24,4.08,2.61,0.57,4.28,3.73,3.19,4.19,4.34,3.33,4.65,3.78,3.95,1.39,7.19,1.59,,,,,,,,
September,,2.92,2.62,2.82,1.94,3.08,2.81,3.84,0.31,0.61,2.98,1.76,1.95,1.1,0.18,1.07,4.27,1.43,2.33,4.19,1.92,1.76,1.83,2.57,2.46,1.36,1.2,0.76,3.72,1.64,0.81,1,,,,,,,,
October,,4.73,3.67,2.18,2.13,1.69,4.02,0.8,2.98,3.21,2.06,3.92,3.8,2.3,3.89,1.81,2.14,1.75,5.21,1.06,3.47,2.62,1.18,4.81,0.97,1.86,3.58,4.8,2.86,4.16,1.96,1.71,,,,,,,,
November,,3.99,4.06,2.51,1.88,3.06,1.75,2.54,5.85,0.73,6.53,4.13,1.9,1.63,1.9,3.59,0.85,2.23,4.98,2.83,3.86,1.56,4.69,0.86,0.69,5.07,3.67,1.85,1.98,0.48,2.99,3.58,,,,,,,,
December,,2,4.26,1.55,3.04,1.44,2.08,1.5,2.86,1.52,1.77,2.95,0.93,2.55,1.78,3.7,4.83,3.47,2.75,4.1,3.96,3.09,4.6,2.81,2.16,1.54,1.62,3.83,1.75,3.12,3.65,5.48,,,,,,,,
Total,,,34.32,31.35,28.71,27.23,29,22.04,31.38,25.92,30.45,29.94,24.1,21.4,32.45,31.2,23.61,29.14,27.86,31.14,35.67,25.94,25.89,35.68,26.1,22.94,27.67,30.58,27.68,26.71,34.7,21.02,,,,,,,,
