BOSHAM-COBNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU792024,Long,-0.877139,Lat,50.815742,Elevation,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.55,3.83,3.88,1.59,3.14,4.39,3.95,2.13,4.98,1.3,4.47,1.91,2.59,2.09,2.31,0.61,4.27,5.69,3.7,5.53,3.29,3.93,3.61,5.98,2.31,1.56,1.96,3.3,5.89,1.12,1.09,4.04,2.44,1.3,1.64,3.76,4.83,2.4,4.41,2.87,3.55
February,0.28,0.28,2.68,4.76,0.46,5.29,2.1,4.12,1.93,,1.74,1.78,0.3,3.35,0.03,3.43,2.29,5.27,0.58,1.19,4.05,2.99,0.52,1.37,0.47,1.96,3.01,2.27,1.47,1.1,6.07,6.09,0.57,1.41,2.98,1.12,0.14,3.93,2.91,0.12,4.16
March,2.22,1.09,1.58,2.19,1.5,0.31,0.63,3,1.88,0.1,1.19,1.11,1.64,2.92,2.73,0.84,1.44,4.06,0.55,1.08,3.23,2.52,3.23,0.75,0.23,1.24,1.04,6.26,0.78,1.58,1.34,4.43,2.87,0.3,3.64,1.28,0.42,1.87,1.59,1.07,1.69
April,2.66,1.32,2.98,3.73,2.43,2.66,2.95,1.56,2.04,0.74,2.64,3.1,2.7,1.19,2.19,3.24,1.62,1.9,0.07,2.52,0.85,1.44,1.49,1.13,2.01,1.18,1.86,2.22,1.87,1.11,2.07,2.16,1.52,1.66,0.3,0.37,1.91,0.13,0.65,1.85,0.59
May,1.13,1.29,0.63,2.87,3.58,3.82,1.96,0.69,1.59,2.09,1.35,2.22,4.13,3.33,0.41,1.02,0.23,2.1,1.61,1.39,0.65,2.34,2.85,2.7,0.52,1.75,4.33,0.96,3.14,1.72,1.37,2.13,2.69,1.97,2.93,4.06,0.54,0.91,3.6,0.2,1.39
June,2.2,0.08,1.4,0.38,3.48,0,2.48,2.81,1.99,1.72,0.64,1.44,1.56,2.12,1.7,2.33,3.3,1.05,0.72,1.04,0.31,1.09,0.36,1.71,1.27,2.22,3.59,1.73,1.64,0.49,0.75,1.58,1.34,1.7,3.53,3.37,1.95,1.46,3.09,0.51,2.32
July,5,0.33,3.04,1.24,3.05,2.85,1.85,2.5,1.57,1.86,2.15,3.51,3.4,1.86,1.26,0.89,4.04,1.49,0.99,2.92,2.82,2.49,1.57,2.48,2.64,6.11,1.66,1.5,1.02,0.32,3.61,2.51,0.22,3,4.45,0.42,1.84,3.01,1.34,1.62,3.21
August,0.95,1.44,2.53,1.86,2.62,3.7,1.85,3.38,2.4,1.89,3.35,3.34,1.84,0.64,3.15,2.82,0.43,2.13,2.88,1.75,0.03,3.66,3.38,1.22,3.06,1.64,4.13,0.94,3.55,1.13,2.53,5.26,1.91,1.53,3.43,4.53,4.61,2.29,5.58,2.75,4.68
September,2.38,0.81,1.58,2.29,5.08,2.45,0.52,6.16,1.07,0.81,2.48,2.48,2.78,3.76,2.1,4.16,2.52,2.19,2.24,1.23,1.88,0.19,2.83,1.47,1.95,1.29,3.21,1.48,1.75,2.82,2.61,3.32,4.29,4.62,2.44,2.43,4.09,3.89,5.24,0.16,5.78
October,3.67,1.38,0.85,5.83,4.63,3.66,2.35,2.08,7.73,3.95,2.41,0.8,6.45,2.09,1.74,3.57,1.17,2.74,3.74,6.13,3.93,1.87,4.06,4.26,4.15,3.62,0.81,1.18,1.94,9.05,0.68,1.55,3.59,3.35,3.04,2.57,0.71,2.21,2.37,3.14,8.33
November,1.32,2.4,1.58,1.42,2.45,3.72,6.9,2.94,2.71,6.52,5.09,3.69,1.66,0.76,3.85,8.73,4.92,2.04,4.25,6.54,8.25,2.96,1.1,1.84,5.61,0.38,4.9,1.66,2.13,3.25,5.69,7.13,4.14,2.03,5.94,2.09,0.72,2.99,2.43,4.47,6.1
December,2.56,1.7,3.44,3.49,4.9,4.42,0.35,3.62,3.57,5.45,2.6,0.92,0.97,0.72,8.89,4.38,1.78,4.73,2.94,1.68,2.4,1.82,3.44,2.91,2.47,4.26,3.49,3.03,4.11,2.49,2.59,3.13,3,0.87,3.09,3.73,5.49,2.17,3.42,7.83,4.52
Total,27.92,15.95,26.17,31.65,37.32,37.27,27.89,34.99,33.46,,30.11,26.3,30.02,24.83,30.36,36.02,28.01,35.39,24.27,33,31.69,27.3,28.44,27.82,26.69,27.21,33.99,26.53,29.29,26.18,30.4,43.33,28.58,23.74,37.41,29.73,27.25,27.26,36.63,26.59,46.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
