"BUDLEIGH SALTERTON (SQUABMOOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1802,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,5.00,4.03,7.31,1.36,2.81,2.45,2.80,5.76,0.74,0.77,,
February,3.02,0.25,1.41,0.35,1.80,1.87,1.89,0.91,1.32,5.19,,
March,1.83,3.11,1.27,0.06,0.59,2.13,8.16,0.68,1.66,1.19,,
April,1.09,1.80,0.94,1.81,0.40,1.25,2.09,2.41,1.42,1.69,,
May,1.27,5.75,2.12,0.45,3.24,4.09,3.17,2.31,2.51,2.15,,
June,2.06,0.76,1.20,1.80,2.76,1.98,2.35,1.89,0.70,1.02,,
July,0.34,1.72,,2.56,1.82,1.03,2.49,1.11,1.78,4.29,,
August,2.66,3.50,,4.36,1.25,3.44,0.18,3.43,0.93,5.35,,
September,1.14,2.60,,2.07,3.58,3.89,1.83,1.13,3.93,4.11,,
October,2.03,3.88,4.00,4.34,3.26,2.45,0.75,2.76,5.25,1.84,,
November,2.24,1.01,2.30,5.36,1.28,4.04,1.79,1.57,3.72,5.26,,
December,2.58,3.77,3.35,2.67,6.92,2.86,1.64,5.68,0.98,3.19,,
Total,25.26,32.18,,27.19,29.71,31.48,29.14,29.64,24.94,36.05,,
Calc annual,25.26,32.18,23.90,27.19,29.71,31.48,29.14,29.64,24.94,36.05,,
Difference,0.00,-0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
