"PLOVER HILL",,,,,,,,,,,,
Grid ref,NY831401,Long,-2.264113,Lat,54.755557,,,,,,,
Station no,3536/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,9.50,,
February,,,,,,,,,,8.25,,
March,,,,,,,,,,4.00,,
April,,,,,,,,,,4.75,,
May,,,,,,,,,,2.50,,
June,,,,,,,,,,2.25,,
July,,,,,,,,,4.28,5.75,,
August,,,,,,,,,1.00,3.50,,
September,,,,,,,,,,2.60,,
October,,,,,,,,,5.25,9.25,,
November,,,,,,,,,8.00,9.00,,
December,,,,,,,,,10.50,6.10,,
Total,,,,,,,,,,67.45,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.03,67.45,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
