DUNRAVEN-CASTLE-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS8880972900,Long,-3.6013161,Lat,51.444141,Elevation,71,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,7.15,,7.15,2.06,5.49,3.2,3.74,1.68,3.29,1.17,4.19,3.95,4.21,6.43,4.26,4.19,4.23,6.43,3.03,4.79,3.1,2.93,6.97,1.32,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,11.07,,3.5,1.98,0.92,3.97,0.04,4.09,0.67,2.99,1.74,6.42,1.61,2.22,3.93,3.17,0.45,1.88,1.54,3.51,3.08,0.37,1.58,1.28,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,0.73,,4.09,1.08,2.23,1.24,2.1,2.41,2.27,1.17,3.16,2.58,0.34,1.21,2.5,2.5,3.02,1.2,0.19,1.48,0.94,5.73,0.83,2.07,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.24,,2,0.74,2.62,3.04,3.1,2.37,2.29,5.35,2.96,3.46,0.17,4.29,3.13,1.41,0.99,1.03,2.75,1.28,1.58,2.09,2.24,2.54,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.43,,0.78,3.03,2.7,4.82,4.37,1.78,1.33,1.63,1.27,2.02,3.37,1.2,1.27,1.78,4.29,3.29,1.59,3.82,4.56,2.41,2.57,2.5,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.84,,3.46,2.4,0.65,3.36,1.46,2.33,1.43,3.09,2.31,1.26,1.46,2.02,0.77,1.56,0.34,2.81,2.68,3.44,3.31,1.46,2.39,0.57,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2,,2.08,2.7,2.76,4.61,3.87,2.36,0.75,0.78,7.04,2.67,3.81,6.49,3.86,2.72,3.33,2.37,1.94,3.01,1.51,3.51,2.33,1.13,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.13,,4.27,4.22,5.32,5.18,0.74,1.23,4.84,2.66,0.75,1.57,4.44,2.97,0.24,5.5,3.79,3.54,3.82,2.37,5.28,0.79,6.26,3,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.54,,1.88,0.73,4.33,2.28,6.05,1.8,3.55,6.01,4.52,2.35,2.2,1.02,1.69,0.52,3.34,4.52,3.6,2.08,4.46,2.11,4.01,3.13,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.25,,11.37,5.14,5.87,1.12,8.05,4.89,3.3,5.39,2.61,3.99,5.48,3.07,5.02,2.23,3.77,2.87,4.55,4.25,0.97,1.56,5.34,7.55,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
