"ODIHAM, THE MILL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,752,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,3.96,0.71,5.35,
February,,,,,,,,,2.04,0.38,1.05,
March,,,,,,,,,2.07,0.03,1.45,
April,,,,,,,,,1.40,0.62,1.80,
May,,,,,,,,,1.35,1.71,1.60,
June,,,,,,,,,2.05,1.55,0.55,
July,,,,,,,,,1.51,1.91,1.39,
August,,,,,,,,,2.40,0.66,3.54,
September,,,,,,,,,1.24,0.14,2.86,
October,,,,,,,,,5.06,3.32,1.27,
November,,,,,,,,,2.14,7.18,5.94,
December,,,,,,,,,2.33,6.18,2.84,
Total,,,,,,,,,27.55,24.39,29.64,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.55,24.39,29.64,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
