HARDINGTON MANDEVILLE,,,,,,,,,,,,
Grid ref,ST512118,Long,-2.695375,Lat,50.903599,,,,,,,
Station no,2055/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.86,2.68,,,,,,,,,,
February,6.42,0.78,,,,,,,,,,
March,3.52,3.07,,,,,,,,,,
April,2.54,2.42,,,,,,,,,,
May,2.92,3.77,,,,,,,,,,
June,0.73,2.23,,,,,,,,,,
July,3.16,,,,,,,,,,,
August,5.47,,,,,,,,,,,
September,4.35,,,,,,,,,,,
October,1.08,,,,,,,,,,,
November,10.18,,,,,,,,,,,
December,3.70,,,,,,,,,,,
Total,47.93,,,,,,,,,,,
Calc annual,47.93,14.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
