"RAWTENSTALL CLOUGH BRIDGE RESERVOIR",,,,,,,,,,,,
Grid ref,SD825282,Long,-2.266857,Lat,53.749872,,,,,,,
Station no,2926,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.04,3.26,3.74,4.19,5.14,2.45,5.95,1.98,3.98,2.81,,
February,5.44,2.15,1.47,4.47,4.07,3.13,3.81,2.57,2.53,3.09,,
March,0.67,4.13,2.65,6.44,2.46,3.72,3.19,3.99,3.22,2.76,,
April,2.93,3.03,2.53,2.80,3.15,3.55,1.74,2.22,2.63,3.92,,
May,2.40,1.35,3.97,3.61,3.19,0.58,4.59,3.75,3.01,2.44,,
June,3.53,1.79,1.44,1.54,1.40,3.12,1.96,7.88,1.93,2.62,,
July,2.35,1.45,3.77,4.19,1.51,3.01,2.53,2.80,5.55,6.97,,
August,5.82,2.93,3.83,5.78,5.04,3.85,4.41,5.23,3.71,4.20,,
September,1.95,1.59,2.01,5.14,1.55,3.29,1.62,0.86,4.22,3.53,,
October,6.48,3.96,5.22,10.68,2.33,4.11,7.43,4.65,1.59,6.96,,
November,4.22,6.30,2.34,3.19,4.40,4.83,5.16,2.88,3.80,2.18,,
December,5.33,5.48,3.29,2.85,3.39,1.02,4.54,5.14,3.70,7.49,,
Total,47.16,37.42,36.26,54.88,37.63,36.66,46.93,43.95,39.87,48.97,,
Calc annual,47.16,37.42,36.26,54.88,37.63,36.66,46.93,43.95,39.87,48.97,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
