"WORTH WORTH LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,586,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.02,3.39,4.56,1.73,2.45,3.19,4.10,2.49,4.53,1.39,4.69,
February,0.71,0.75,2.99,5.68,0.84,4.96,3.00,5.63,1.90,0.71,1.41,
March,2.28,2.27,3.05,2.63,1.79,0.59,0.30,4.05,2.74,0.02,1.54,
April,3.49,1.43,4.07,2.95,3.50,3.33,3.37,1.98,2.12,0.97,2.19,
May,1.03,2.85,0.84,3.23,4.06,2.81,1.63,0.89,1.36,2.49,2.84,
June,1.23,0.04,1.84,0.35,3.21,0.11,3.43,3.94,3.08,1.79,0.55,
July,6.75,0.33,4.94,4.22,4.56,4.10,2.31,3.06,2.02,4.44,2.84,
August,1.70,2.39,3.36,2.32,4.22,2.81,2.44,5.06,3.42,2.50,4.23,
September,4.24,0.87,2.34,2.00,3.76,2.52,0.43,5.15,1.20,1.25,3.43,
October,1.93,1.34,1.41,7.09,4.18,4.02,2.69,2.29,7.48,4.62,2.03,
November,2.18,1.85,2.45,2.04,3.62,3.93,7.24,3.62,3.33,8.16,5.75,
December,3.13,2.29,4.73,3.36,4.66,3.66,0.48,5.09,3.78,8.69,3.12,
Total,32.69,19.80,36.58,37.60,40.85,36.03,31.42,43.25,36.96,37.03,34.62,
Calc annual,32.69,19.80,36.58,37.60,40.85,36.03,31.42,43.25,36.96,37.03,34.62,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
