"WORTH WORTH LODGE CRAWLEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,1.51,2.91,2.95,2.11,4.09,2.37,0.91,1.25,,
February,,,1.25,4.38,2.09,3.73,0.42,0.70,1.22,2.62,,
March,,,1.55,0.96,2.22,1.93,1.99,1.56,4.03,1.62,,
April,,,3.06,1.50,1.36,1.32,2.00,1.87,1.61,2.50,,
May,,,1.25,2.09,0.41,4.01,5.13,1.37,1.52,1.43,,
June,,,2.65,2.99,1.68,0.99,0.89,0.64,3.95,0.44,,
July,,,3.67,2.16,1.70,0.25,3.50,1.00,4.87,2.61,,
August,,,1.40,0.81,0.56,1.30,2.65,2.64,2.11,2.48,,
September,,,3.20,4.06,4.23,5.13,1.34,3.06,1.04,1.04,,
October,,,6.56,2.79,1.30,4.29,3.18,1.49,1.55,6.45,,
November,,,3.02,4.64,1.64,3.60,4.39,5.84,4.52,1.05,,
December,,,2.62,1.13,3.32,1.43,5.24,1.98,1.92,1.78,,
Total,,,31.74,30.42,23.46,30.09,34.82,24.52,29.25,25.30,,
Calc annual,0.00,0.00,31.74,30.42,23.46,30.09,34.82,24.52,29.25,25.27,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.03,,
