HEYSHAM HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6428,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,0.93,3.53,1.88,3.16,1.20,4.10,6.24,,
February,,,,5.23,5.22,,1.81,3.06,3.64,3.22,,
March,,,,2.23,4.11,4.58,6.15,5.75,1.44,2.05,,
April,,,,0.47,1.50,2.15,1.70,2.29,2.92,4.79,,
May,,,,2.51,3.20,1.69,0.46,1.74,3.12,3.43,,
June,,,,1.52,3.93,2.51,3.41,4.79,3.00,1.14,,
July,,,,5.55,1.99,6.73,4.13,1.24,0.35,4.60,,
August,,,,5.18,6.19,5.13,3.18,6.18,6.79,1.74,,
September,,,,5.44,0.96,1.02,7.00,5.38,1.51,6.05,,
October,,,,7.26,4.37,5.59,4.84,2.77,5.11,4.22,,
November,,,,2.75,5.17,4.27,1.98,6.37,4.64,4.03,,
December,,,,4.23,3.58,5.21,6.74,7.09,4.19,3.86,,
Total,,,,43.30,43.75,40.76,44.56,47.86,40.81,45.37,,
Calc annual,0.00,0.00,0.00,43.30,43.75,40.76,44.56,47.86,40.81,45.37,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
