"WESTEND MOOR (STONEFOLD)",,,,,,,,,,,,
Grid ref,SE086020,Long,-1.871779,Lat,53.514610,,,,,,,
Station no,2758/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.53,6.25,3.15,6.11,4.20,7.47,5.40,4.81,5.31,8.31,,
February,4.91,2.08,3.30,4.97,3.22,2.25,4.07,8.15,1.00,3.51,,
March,6.97,3.49,3.18,4.65,3.60,2.78,5.35,3.20,2.77,2.39,,
April,3.44,4.12,4.04,1.50,3.63,3.85,0.92,2.19,5.00,3.31,,
May,4.22,3.06,3.43,5.16,6.15,2.22,2.03,4.76,2.61,3.28,,
June,1.72,3.48,4.75,4.52,4.87,4.50,2.73,6.34,2.42,2.46,,
July,4.42,3.98,8.46,9.12,1.53,8.88,6.98,6.13,3.92,9.15,,
August,5.77,3.60,6.42,8.39,1.16,14.68,7.91,5.99,0.69,6.35,,
September,3.24,6.75,3.77,6.93,3.61,6.38,9.39,5.71,0.41,5.30,,
October,1.44,7.00,2.35,10.58,4.37,4.37,7.95,4.80,4.36,10.05,,
November,12.42,4.35,4.82,7.83,2.55,3.60,3.66,1.88,6.30,6.98,,
December,7.40,4.78,3.07,9.90,8.51,6.44,6.70,5.63,8.13,5.06,,
Total,62.48,52.94,50.74,79.66,47.40,67.42,63.09,59.59,42.92,66.15,,
Calc annual,62.48,52.94,50.74,79.66,47.40,67.42,63.09,59.59,42.92,66.15,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
