"POTTERS BAR, LITTLE HEATH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2128,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.51,1.89,,,,,,,,,,
February,0.40,0.18,,,,,,,,,,
March,1.27,1.34,,,,,,,,,,
April,4.77,1.46,,,,,,,,,,
May,0.67,0.98,,,,,,,,,,
June,1.66,0.38,,,,,,,,,,
July,3.67,,,,,,,,,,,
August,1.44,1.20,,,,,,,,,,
September,2.52,2.49,,,,,,,,,,
October,1.71,0.97,,,,,,,,,,
November,1.45,,,,,,,,,,,
December,2.81,,,,,,,,,,,
Total,25.88,,,,,,,,,,,
Calc annual,25.88,10.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
