"KESWICK observer Crosthwaite - 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY265235,Long,-3.139255,Lat,54.601304,Elevation,265,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,11.14,4.21,6.38,11.79,4.59,4.2,10.65,5.97,9.95,8.95,3.35,5.26,13.48,14.89,7.13,8.85,4.3,11.61,6.21,1.45,1.91,0.79,5.35,12.85,11.74,4.45,7.63,5.3,3.25,3.48,11.31,5,3.92,2.92,,,,,,
February,3.22,9.3,1.92,4.06,3.25,3.83,6.99,5.7,7.46,12.73,4.96,4.93,6.15,0.97,5.01,1.2,5.77,5.53,3.78,4.08,7.74,4.62,7.43,10.18,8.69,12,1.61,4.36,0.61,3.22,1.21,0.5,2.6,7.48,,,,,,
March,6.51,6.68,4.52,2.33,4.86,2.65,5.02,3.51,7.59,0.58,2.4,4.94,4.13,4.14,4.59,2.07,5.68,3.44,3.33,4.73,2.52,4.44,5.75,3.84,7.36,5,5.46,1.7,4.32,2.94,3.53,2.54,1.82,2.39,,,,,,
April,1.75,0.91,5.67,4.27,2.37,0.53,2.85,7.1,3.88,2.37,2.74,2.58,2.51,0.62,3.9,1.6,2.81,1.87,2.08,1.96,4.36,0.96,5.39,2.99,1.54,4.69,4.19,3.41,2.86,2.66,1.59,2.52,1.06,0.62,,,,,,
May,3.57,0.55,3.86,4.2,2.05,6.93,1.04,2.89,2.82,2.24,5.72,0.68,2.68,2.04,1.12,3.25,0.83,4.46,5.08,1.48,2,4.9,2.61,2.64,5.66,3.04,4.31,2.35,3.93,3.26,2.88,3.59,4.53,2.33,,,,,,
June,4.33,3.15,6.47,4.26,3.81,0.59,2.38,1.74,1.09,2.71,4.14,1.78,4.98,2.23,1.43,4.5,3.9,4.64,2.43,4.95,3.68,4.76,5.23,3.84,1.32,1.92,1.3,0.39,0.9,0.66,4.79,1.39,3.83,3.49,,,,,,
July,2.28,8.28,3.29,1.46,2.48,2.98,5,6.17,0.35,2.48,0.98,4.34,3.85,7.09,2.77,3.53,1.87,5.16,1.44,7.3,4.85,5.22,9.23,5.01,7.07,2.39,5.14,3.89,6.99,2.95,4.83,4.1,2.87,5.23,,,,,,
August,5.68,7.58,4.66,5.7,2.44,5.15,7.1,2.59,7.14,2.24,3.42,3.83,4.28,6.14,9.02,3.33,7.08,6.94,5.1,6.23,1.18,7.71,4.6,5.54,2.5,3.82,2.26,2.32,4.01,6.11,5.73,11.96,8.39,6.07,,,,,,
September,1.32,9.11,2.16,11.4,8.6,1.84,7.96,4.35,3.21,13.23,6.83,2.26,8.84,3.42,8.25,6.66,4.54,4.17,8.11,5.47,6.63,2.5,4.39,7.35,7.01,8.61,8.89,6.04,1.37,3.68,6.26,10.46,8.69,4.91,,,,,,
October,8.52,3.54,11.77,7.64,4.79,6.67,3.57,6.4,5.43,3.94,13.64,4.59,10.81,6.3,15.22,4.33,4.91,10.24,8.77,2.4,3.36,3.77,4.12,9.18,3.74,8.97,7.76,3.58,7.27,6.18,3.46,11.42,7.89,6.56,,,,,,
November,2.11,13.84,1.92,8.48,8.74,6.79,8.95,0.92,2.72,11.26,4.37,2.01,11.65,3.12,4.58,5.16,3.15,14.43,3.39,1.99,10.1,10.68,10.69,9.5,3.28,3.6,6.71,4.48,10.52,3.09,12.24,6.7,4.95,4.16,,,,,,
December,3.74,7.27,8.75,5.95,4.7,7.02,9.3,4.8,14.08,9.27,2.72,8.98,9.79,4.03,4.01,6.44,9.67,6.63,2.53,5.98,7.48,6.16,4.88,7.32,8.61,3.02,7.86,6.01,8.08,5.99,0.65,14.08,2.56,9.5,,,,,,
Total,54.17,74.42,61.37,71.54,52.68,49.18,70.81,52.14,65.72,72,55.27,46.18,83.15,54.99,67.03,50.92,54.51,79.12,52.25,48.02,55.81,56.51,69.67,80.24,68.52,61.51,63.12,43.83,54.11,44.22,58.48,74.26,53.11,55.66,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_06_pt1-page-030.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_09_pt3-page-045.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1880-1889_12_pt1-page-068.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887 Dec total = 43.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_18_pt1-page-225.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
