"KESWICK THE BANK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR392,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.68,10.80,5.10,4.36,6.52,7.16,9.62,,,,,
February,6.37,0.30,5.56,8.01,0.86,7.55,6.55,,,,,
March,9.70,11.49,3.92,2.13,1.04,2.46,3.09,,,,,
April,3.80,1.47,2.69,3.21,2.92,6.76,3.98,,,,,
May,7.51,3.37,2.18,4.32,5.02,6.36,3.26,,,,,
June,2.35,0.36,2.97,1.83,2.66,0.27,4.97,,,,,
July,5.68,3.94,6.40,3.48,7.15,2.04,4.74,,,,,
August,2.54,6.85,4.35,12.55,4.20,4.22,5.53,,,,,
September,2.60,2.55,3.55,7.45,9.73,5.46,5.79,,,,,
October,2.88,4.10,2.02,11.77,4.91,6.96,4.73,,,,,
November,4.87,2.70,2.47,7.96,4.36,2.27,9.14,,,,,
December,5.62,9.36,9.36,5.34,13.51,6.28,1.36,,,,,
Total,61.60,57.29,50.57,72.41,62.88,57.79,62.76,,,,,
Calc annual,61.60,57.29,50.57,72.41,62.88,57.79,62.76,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,
