"CHURCH SRETTON WEST LEIGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4855,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.55,3.39,4.90,1.95,2.83,2.68,4.33,3.46,,,,
February,2.51,0.31,4.25,7.05,0.52,4.03,2.16,3.25,,,,
March,3.73,2.20,3.43,1.91,1.47,1.35,0.71,3.12,,,,
April,5.59,1.80,3.51,2.73,3.84,2.28,2.23,2.03,,,,
May,2.31,2.01,1.26,2.70,5.98,3.41,3.47,1.17,,,,
June,2.75,0.61,1.04,0.37,3.20,0.12,2.08,5.25,,,,
July,5.79,1.22,4.75,3.10,4.85,2.19,2.32,2.62,,,,
August,1.15,4.02,2.64,4.07,3.77,3.40,3.16,5.62,,,,
September,2.08,0.68,2.51,2.71,4.39,3.30,1.22,4.26,,,,
October,3.35,2.33,1.14,5.79,5.57,4.55,2.97,2.52,,,,
November,0.91,2.74,1.38,2.51,2.45,2.82,6.52,4.65,,,,
December,3.06,2.58,4.94,3.19,5.01,3.56,0.99,2.82,,,,
Total,37.78,23.89,35.75,38.08,43.88,33.69,32.16,40.77,,,,
Calc annual,37.78,23.89,35.75,38.08,43.88,33.69,32.16,40.77,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
