"BATH KINGSWOOD SCHOOL",,,,,,,,,,,,
Grid ref,ST743667,Long,-2.370809,Lat,51.398745,,,,,,,
Station no,1986/1,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.52,2.41,1.64,3.95,3.43,0.50,4.45,1.26,1.52,1.21,,
February,5.78,0.88,1.03,1.77,3.49,0.83,1.84,1.43,1.48,0.55,,
March,1.11,2.27,1.68,3.91,1.73,3.45,1.82,0.89,2.73,3.23,,
April,1.26,2.75,1.47,4.00,1.91,2.67,1.15,3.97,2.97,2.49,,
May,2.41,1.35,2.11,4.95,2.14,0.02,1.99,3.28,1.43,1.52,,
June,1.86,1.58,3.22,4.27,1.56,4.00,2.59,2.92,0.73,3.45,,
July,1.40,3.70,1.63,2.72,2.52,0.64,1.14,5.23,2.62,2.49,,
August,2.74,2.14,3.03,3.90,2.70,4.43,2.22,2.06,3.75,3.01,,
September,0.71,2.79,1.60,2.42,1.37,1.86,1.25,0.61,2.55,2.91,,
October,3.25,1.60,2.12,6.54,0.98,1.83,5.00,5.52,1.73,4.62,,
November,2.73,0.72,2.50,2.28,1.79,2.97,3.33,2.27,1.07,0.92,,
December,6.45,5.46,2.46,2.52,1.90,1.08,1.95,4.90,2.84,4.46,,
Total,33.22,27.65,24.49,43.23,25.52,24.28,28.73,34.34,25.42,30.86,,
Calc annual,33.22,27.65,24.49,43.23,25.52,24.28,28.73,34.34,25.42,30.86,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
