"NORTON LOCK",,,,,,,,,,,,
Grid ref,SP602657,Long,-1.118895,Lat,52.286150,,,,,,,
Station no,1115/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.11,1.03,2.20,3.77,1.23,3.06,3.74,4.57,,
February,,,1.53,2.45,1.60,0.68,2.62,3.44,0.09,1.74,,
March,,,1.31,2.65,2.38,0.81,1.89,1.64,2.87,1.33,,
April,,,2.06,0.48,0.96,0.81,0.97,1.07,2.51,0.60,,
May,,2.57,1.17,2.74,4.21,0.43,1.87,2.04,0.47,1.45,,
June,,1.87,2.24,2.82,2.34,2.51,2.27,4.82,1.19,3.59,,
July,,0.35,2.67,3.00,0.22,3.08,2.89,3.29,1.50,3.34,,
August,,4.10,2.45,4.25,0.42,4.30,2.55,2.46,1.15,3.55,,
September,,1.98,1.62,2.57,1.64,2.46,5.45,2.45,0.01,3.86,,
October,,3.45,2.93,2.66,1.56,1.45,1.30,2.51,2.12,5.02,,
November,,2.63,1.36,5.03,1.26,0.80,1.56,1.83,2.18,3.24,,
December,,3.26,0.81,2.48,1.91,3.35,1.92,2.34,4.20,2.95,,
Total,,,21.26,32.16,20.70,24.45,26.52,30.95,22.03,35.24,,
Calc annual,0.00,20.21,21.26,32.16,20.70,24.45,26.52,30.95,22.03,35.24,,
Difference,NaN,NaN,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
