SPROWSTON OAK LODGE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1420,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.84,1.68,4.48,1.45,2.19,0.98,2.49,2.20,3.26,1.80,1.75,
February,0.49,0.38,2.27,3.18,2.04,1.68,1.80,2.08,1.61,0.75,0.86,
March,1.23,0.97,1.88,1.62,0.67,2.08,0.37,2.02,1.40,0.07,1.23,
April,2.97,1.49,2.69,0.85,1.87,2.20,2.64,1.57,1.32,1.12,1.55,
May,1.15,1.23,0.79,1.71,4.17,1.87,1.35,0.94,1.63,1.02,2.96,
June,2.03,0.56,1.61,0.90,1.80,0.72,2.62,4.50,2.54,0.93,1.42,
July,2.96,0.55,6.77,2.88,2.54,1.65,1.58,2.11,1.86,3.77,4.14,
August,1.95,1.65,1.60,2.50,2.31,2.08,2.39,3.35,1.50,1.34,2.49,
September,2.43,1.33,2.82,1.48,4.31,3.11,0.99,5.60,1.15,0.71,6.97,
October,0.79,1.21,1.45,3.67,4.41,1.92,3.04,2.65,2.69,3.02,1.14,
November,0.77,1.97,1.94,3.11,1.65,3.36,2.87,5.21,2.88,3.31,3.47,
December,2.75,1.79,2.27,3.09,2.43,2.97,1.28,2.12,3.16,4.69,1.79,
Total,21.36,14.81,30.57,26.44,30.39,24.62,23.42,34.35,25.00,22.53,29.77,
Calc annual,21.36,14.81,30.57,26.44,30.39,24.62,23.42,34.35,25.00,22.53,29.77,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
