ENNIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IR3397777894,Long,-8.9808,Lat,52.8481,Elevation,21,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,5.36,1.42,6.99,3.55,2.62,1.43,0.74,3.05,8.44,5.04,3.95,4.37,3.38,1.67,4.1,6.69,2.52,3.02,2.29,4.72,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.35,5.12,3.23,0.63,4.39,2.04,4.24,3.09,5.09,3.85,3.03,2.47,2.29,0.76,3.29,2.11,0.22,2.32,5.06,3.94,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.19,4.77,2.46,1.41,2.61,3.82,2.33,4.04,0.84,3.78,2.4,3.83,1.52,2.71,1.59,2.29,1.99,0.56,0.44,3.3,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.03,3.47,3.36,1.23,3.07,2.76,1.71,3.97,1.52,1.02,2.54,2.61,1.51,1.31,3.01,1,2.38,0.83,1.16,3.67,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,2.26,0.55,2.99,2.78,1.88,1.16,2.43,1.39,1.77,2.83,1.83,4,1.39,3.38,4.28,3.18,2.23,3.94,1.3,3.9,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,4.78,2.03,2.78,7.69,5.02,3.41,5.59,4.44,1.57,0.51,1.11,1.98,0.35,4.65,0.97,3.11,2.58,2.21,1.4,1.81,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.4,1.36,1.87,1.27,4.03,4.96,2.23,4.92,4.42,2.79,4.62,3.78,1.98,3.99,2.98,2.76,0.77,3.47,3.04,4.05,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.15,3.97,4.67,4.41,5.3,2.59,5.2,3.43,5,1.58,4.14,2.71,3.28,2.8,5.41,3.24,7.82,6.52,3.76,2.68,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,7.47,5.02,2.52,4.49,6.52,2.96,1.91,1.87,3.95,2.5,5.64,5.07,4.87,0.88,2.15,3.33,2.98,5.49,3.5,0.16,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,5.09,4.73,4.44,5.06,3.1,1.06,2.89,5.46,4.4,3.3,6.21,4.29,1.94,2.38,3.79,3.12,4.02,2.35,3.77,4,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.67,3.95,7.85,1.18,1.24,5.4,4.48,5.72,6.92,4.65,2.93,4.75,2.77,4.5,2.19,6.11,2.73,4.2,1.91,4.99,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,3.33,6.06,5.89,0.94,2.92,4.43,5.87,2.95,1.88,5.24,1.97,5.67,4.11,5.93,5.12,2.36,6.96,2.39,5.33,2.72,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,42.08,42.45,49.05,34.64,42.7,36.02,39.62,44.33,45.8,37.09,40.37,45.53,29.39,34.96,38.88,39.3,37.2,37.3,32.96,39.94,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
