LUPTON RES.,,,,,,,,,,,,
Grid ref,SD574834,Long,-2.655212,Lat,54.244506,,,,,,,
Station no,3711/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.60,3.85,2.93,4.28,3.06,4.23,7.23,4.43,3.50,5.83,,
February,5.21,1.36,3.32,3.03,1.48,1.57,4.38,5.87,1.93,4.12,,
March,4.61,3.85,0.90,2.03,1.15,0.97,4.52,1.29,3.34,1.68,,
April,3.57,3.11,2.49,2.45,3.55,1.01,1.21,2.01,4.03,3.73,,
May,1.03,2.62,2.59,2.95,4.18,3.75,3.60,5.80,1.54,2.33,,
June,1.50,4.73,2.63,6.93,4.00,1.74,2.35,3.19,5.31,2.08,,
July,4.10,2.90,7.16,7.72,2.19,5.43,4.76,3.24,5.27,8.06,,
August,4.30,4.84,3.70,6.30,2.13,11.92,5.86,4.79,0.75,3.81,,
September,6.28,2.84,8.51,8.55,2.48,3.35,7.03,6.02,1.09,5.55,,
October,1.50,2.80,2.74,11.30,2.36,5.18,7.96,5.83,5.78,3.19,,
November,7.29,2.65,7.20,8.35,2.17,1.68,1.92,1.50,4.41,7.82,,
December,11.63,4.84,2.93,6.88,6.74,4.40,5.15,3.22,9.52,6.36,,
Total,58.62,40.39,47.10,70.77,35.49,45.23,55.97,47.19,46.47,54.56,,
Calc annual,58.62,40.39,47.10,70.77,35.49,45.23,55.97,47.19,46.47,54.56,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
