COLQUHALZIE AUCHTERARDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 913 174,Long,-3.758773,Lat,56.337197,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,,2.75,3.1,6.35,4,4.2,8.07,6.52,5.1,3.02,5.71,5.1,8.35,5.8,2.82,6.15,5.62,6.15,4.6,7.02,3.22,6.85,3.7,2.3,3.15,0.25,3.25,4.8,7.5,3.6,5.3,3.5,3,
February,,,,,,,,1.75,0.85,2.6,3.2,4.48,1.08,3.3,3.77,2.88,5.55,3.12,5.22,4.2,3.8,3.62,4.52,1.2,1.35,1.32,4.85,2.68,2.22,2.3,3.15,5.85,4.2,4.12,3.5,5.2,1.1,3.65,0.3,
March,,,,,,,,3.1,1.2,5.2,3.75,4.28,6.3,1.42,3.35,1.18,2.88,2.22,4,1.08,0.72,2.7,2.8,1.72,3.42,2.4,4.17,1.5,0.58,4.75,2.5,3.15,3.82,2,3.8,2.45,4.85,2.3,4.25,
April,,,,,,,,2.1,2.3,4.2,0.35,0.65,3.28,3.32,1.5,0.78,1.52,3.95,3.58,1.58,0.8,5.25,1.25,0.3,2.35,0.7,3.62,3.25,2.2,2.05,3.15,1,2.75,1.7,1.2,1.9,1.7,1.62,1.7,
May,,,,,,,,2.9,3.3,0.05,1.6,1.1,3.3,1.52,1.8,2.37,0.88,4.02,3.18,1.28,3.8,0.82,4.15,3.55,2.55,1.4,0.62,2.92,4.75,1.75,1.25,1.8,2.25,2.3,3.3,3,3,0.5,,
June,,,,,,,,3.15,2.35,1.6,5.1,2.28,3.62,2.28,2.9,0.44,1.98,1.8,1.28,2.68,1,2.05,5,1.5,1.65,2.25,3.25,4.35,3,4.78,0.95,2.62,3.25,2.92,0.68,0.6,1.28,0.58,,
July,,,,,,,,1.65,5.9,2.2,2.85,4.5,3.98,0.27,4.7,3.08,3.71,5.22,0.65,1.45,0.9,4.78,3.15,5.52,4.38,3.05,1.28,4.95,0.25,3.4,3.78,2.85,3.75,4.15,4.62,1.2,3.8,2,,
August,,,,,,,,2.5,2.2,2.35,3.5,6.47,3.53,5.35,1.5,4.1,4.8,2.84,5.57,0.93,1.38,3.05,3.4,4.05,4.5,2.11,3.2,7.1,3.6,5.25,1.18,3.82,1.85,3.1,3.5,3.1,1.62,3.52,,
September,,,,,,,,5.2,3.8,3.35,1,4.4,2.12,4.57,3.17,0.58,5.2,2.15,3.2,5.18,3.2,1.85,4.88,2.6,4.42,4.2,2.75,2.3,3.2,3.3,2.2,2.38,2.2,2.42,3.52,4.75,5.3,4,,
October,,,,,,,,2.38,4.6,3.8,4.3,3.28,6.14,3.68,4.58,4.71,2.2,4.02,2.75,2.28,3.6,4.56,3.7,4.5,6.85,4.95,6.26,7.25,4,1.05,0.75,5.25,4.1,3.65,3.5,1.9,4.7,1.45,,
November,,,,,,,,2.35,1.25,3.35,4.3,6.4,2.5,2.48,3.22,3.38,2.41,0.58,2.5,2.2,1,2.88,5.5,1.75,4.38,5.14,3.1,5.55,1.88,1.3,4.6,5.5,5.2,5.5,2.82,2.65,3.15,3.9,,
December,,,,,,,,4.05,5.45,4.8,3.9,2.3,5.6,4.1,4.25,5.15,5.72,1.85,6.3,6.7,3.72,3.85,5.95,2.7,1.8,5.95,9.6,4.02,1.7,2.75,3.7,3.5,5,2.4,6.45,2.5,3.3,2,,
Total,,,,,,,,33.88,36.3,39.85,37.85,44.34,49.52,38.81,39.84,31.67,42.56,36.87,46.58,35.36,26.74,41.56,49.92,35.54,42.25,40.49,45.92,52.72,31.08,34.98,30.36,37.97,41.62,39.06,44.39,32.85,39.1,29.02,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881 total edited to match sum of months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
