MAIDEN-BRADLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST803387,Long,-2.283012,Lat,51.147219,Elevation,620,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,6.16,1.47,5.42,2.28,1.1,3.27,5.57,6.1,3.74,4.92,2.45,5.12,4.31,6.17,4.73,7.03,2.07,6.72,3.66,4.52,3.77,3.29,2.32,4.95,6.72,4.71,7.08,2.23,2.38,5.05,6.83,-999,2.78,4.09,3.53,7.85,1.49,0.68,4.61,4.09,1.2,1.73,2.18,5.07,3.64,4.27,6.05,5.14
February,,,,1.36,4.38,7.83,6.23,1.34,2.38,3.56,1.9,0.39,4.08,8.56,0.67,5.51,2.61,4.25,3.07,1.18,1.04,3.57,0.05,4.18,0.25,4.67,2.8,7.16,1.32,2.23,3.71,3.74,0.5,1.78,0.89,3.8,3.12,1.31,3,2.11,6.87,5.37,0.98,2.26,3.74,2.65,0.22,3.8,4.18,0.49,3.5
March,,,,4.01,6.55,1.38,4.23,4.04,1.48,6.09,2.73,2.64,3.37,3.14,1.78,0.54,1.13,4.7,4.13,0.43,1.89,0.88,2.41,4.13,3.46,1.44,4.05,4.98,0.28,1.67,2.65,3.52,3.05,1.16,0.5,1.54,1.01,8.1,1.54,1.29,1.56,3.92,4.94,0.94,4.99,1.62,1.9,2.76,1.86,4.7,2.6
April,,,,4.02,1.98,1.56,1.38,2.63,2.98,2.6,6.22,1.23,4.24,3.22,4.23,2.91,4.35,2.01,1.67,0.98,2.55,2.73,3.75,1.7,2.53,4.86,2.53,2.23,0.14,3.19,2.34,2.16,2.44,1.34,1.5,1.01,3.16,2.64,1.76,1.93,4.11,4.12,2.24,3.66,0.33,0.99,1.25,0.28,0.93,2.86,2.27
May,,,,3.36,2.98,3.85,2.57,2.02,2.22,1.01,2.37,2.33,0.83,1.95,5.55,5.88,3.52,1.23,1.88,2.7,2.04,2.87,5.45,2.99,1.24,1,0.91,2.58,2.26,0.89,1.4,2.44,5.97,2.75,0.6,3,4.38,2.07,4.72,2.67,2.54,2.5,3.41,2.2,2.69,4.38,0.44,1.54,3.16,1.78,1.92
June,,,,1.1,1.62,0.59,3.34,5.41,1.34,0.99,3.34,0.29,1.2,0.64,2.65,0.04,2.8,3.97,3.22,1.33,0.67,3.26,1.86,3.31,1.44,3.57,2.36,2.23,2,2.8,0.64,3.16,0.68,2.34,2.47,3.76,2.68,2.23,2.96,0.63,1.9,1.2,1.71,2,4.2,3.09,2.16,1.36,3.86,0.88,3.19
July,,,4.22,0.48,4.22,6.01,2.3,3.59,6.49,2.3,7.46,0.4,5.7,0.91,4.71,3.46,2.04,4.74,2.07,2.07,3.33,5.39,3.3,2.48,1.68,1.3,8.46,3.69,2.83,6.57,3.39,1.56,1.96,3.08,3.65,1.18,1.11,1.55,1.36,1.35,5.59,1.81,0.81,5.54,3.3,0.36,3.19,4.88,2.45,1.38,4.38
August,,,8.05,1.38,4.36,3.22,6.31,7.89,2.47,4.24,1.68,1.59,4.04,3,4.15,4.22,1.88,5.82,2.65,2.66,4.51,6.04,0.71,1.24,2.19,2.22,0.58,1.12,2.99,3.33,0.3,7.45,4.35,4.19,2.62,1.92,4.23,0.4,3.96,1.72,5.46,6.74,4.71,3.17,5.17,0.47,4.71,3.37,2.79,1.17,5.64
September,,,1.67,3.1,1.79,2.27,3.36,2.71,7.09,2.53,1.54,1.94,2.77,3.5,5.11,4.45,1.58,9.3,1.66,0.77,4.83,2.26,4.87,2.37,3.82,4.94,4.88,2.99,2.11,0.75,1.86,0.65,2.27,3.95,3.39,2.86,6.43,1.68,3.08,1.58,4.48,3.02,4.4,4.42,4.54,1.61,4.61,4.08,6.39,0.2,4.89
October,,,4.94,3.52,4.06,6.55,8.34,6.04,2.16,1.85,3.26,0.99,1.69,5.15,5.77,3.65,3.16,2.88,6.31,6.77,3.32,0.86,7.37,3.01,3.1,5.9,2.58,5.9,4.7,3.5,4.75,1.79,5.09,4.8,6.19,4.56,1.4,0.58,3.3,7.65,1.3,0.78,4.92,3.8,3.45,2.6,1.93,3.03,3.38,3.1,8.95
