FORT WILLIAM (GLASDRUM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN101735,Long,-5.112683,Lat,56.814114,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.99,16.53,7.43,17.12,11.41,13.79,6.81,3.18,12.83,15.5,6.03,1.12,0.31,6.55,7.79,11.74,4.53,12.44,9.06,7.44,15.46,9.6,9.82,7.96,6.32,8.22,5.08,6.89,16.17,8.15,2.76,5.29
February,,,,,,,,,,2.1,0.69,7.33,0.14,5.46,2.75,12.54,3.19,6.46,12.86,14.58,3.42,5.91,3.41,10.14,4.5,13.38,7.08,0.2,8.46,14.06,11.05,5.44,4.04,7.55,4.88,4.54,4.22,5.17,3.27,5.27,6.06
March,,,,,,,,,,1.83,4.8,0.81,3.3,4.76,4.69,5.29,3.21,1.2,16.12,5.86,5.89,1.31,1.45,6.26,3.75,8.76,4.11,2.05,9.13,4.14,5.53,4.03,5.57,2.95,5.31,1.04,3.85,8.26,2.19,5.17,1.06
April,,,,,,,,,,3.52,1.99,3.11,5.9,5.25,5.16,2.98,2.19,2.22,1.77,3.38,3.61,3.65,3,9.38,4.64,2.45,3.82,12.94,6.76,12.57,7.19,6.91,4.63,4.82,2.98,4.32,4.3,2.88,4.57,6.45,6.33
May,,,,,,,,,0.85,5.38,4.11,6.27,3.28,2.4,5.8,1.04,2.45,3.18,4.64,1.91,2.19,1.41,2.74,3.98,7.14,6.34,1.41,3.81,1.59,4.31,2.59,0.63,2.55,5.82,4.08,3.27,8.19,2.25,6.35,1.49,2.79
June,,,,,,,,,4.7,4.64,5.99,6.1,0.92,3.62,2.71,6.26,2.54,4.92,9.24,3.51,2.31,1.5,3.64,7.48,6.1,7.36,6.69,6.3,5.93,2.73,5.93,3.19,5.32,1.13,5.02,3.67,3.32,3.07,2.11,5.75,3.32
July,,,,,,,,,7.52,5.9,2.74,5.11,7.99,4.15,4.72,3.99,6.75,6.38,6.65,8.08,5.61,5.76,5.34,4.82,2.13,3.31,8.23,4.83,7.12,2.47,7.65,5.42,3.57,6.75,3.63,1.88,5.64,6.18,3.05,7.67,4.11
August,,,,,,,,,5.71,8.93,7.95,3.31,4.32,6.16,7.26,6.53,4.62,4.56,5.01,2.99,5.08,8.37,9.11,7.36,4.44,3.56,6.58,0.01,9,8.46,7.83,8.12,6.02,7.97,5.89,1.83,4.28,6.15,5.08,5.62,6.56
September,,,,,,,,,6.28,5.09,5.17,1.58,6.83,1.82,9.29,11.67,3.7,9.33,5.17,2.98,5.36,3.68,12.07,6.11,4.74,8.66,9.78,9.83,13.79,5.21,14.81,8.77,6.13,10.53,9.95,8.94,8.03,5.05,4.88,2.93,3.76
October,,,,,,,,,10.53,13.97,12.6,9.51,10.96,9.59,11.89,14.4,10.63,2.83,13.61,2.55,6.93,7.68,11.81,15.26,5.77,4.43,0.87,5.2,12.43,12.46,11.65,3.82,9.33,5.86,14.33,8.77,8.52,10.27,10.08,9.47,1.21
November,,,,,,,,,11.34,10.1,9.39,11.01,11.49,3.42,2.88,7.38,5.44,1.06,17.55,11.29,9.65,6.42,3.06,6.06,7.93,0.75,5.88,14.46,7.49,8.59,5.78,10.68,4.69,15.91,10.52,2.75,7.69,2.89,2.32,10.27,6.57
December,,,,,,,,,7.77,16.28,7.68,11.33,12.36,2.03,8.59,4.66,18.68,3.54,9.34,3.5,11.25,7.96,13.63,5.97,9.09,6.93,7.81,3.82,9.93,18.04,3.48,15.4,8.47,9.69,16.52,11.94,14.76,13.09,5.39,12.14,9.12
Total,,,,,,,,,,79.73,79.64,72.9,84.61,60.07,79.53,83.55,66.58,58.51,117.46,66.66,62.42,53.96,75.81,90.61,71.97,70.46,74.7,72.51,99.07,108.5,93.09,82.23,68.28,85.3,91.33,58.03,79.69,81.43,57.44,74.99,56.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 T deleted Gauge Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
