"AIRDRIE (FORRESTBURN RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5162,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.40,7.20,3.80,4.10,3.50,3.40,3.60,5.10,7.60,,5.33,
February,4.70,0.50,2.60,3.40,1.20,3.60,4.30,2.20,4.07,,0.47,
March,3.40,5.00,2.00,1.50,1.20,2.70,3.20,3.00,2.61,,1.99,
April,2.50,1.40,1.80,3.10,2.20,4.80,2.00,3.00,1.04,,0.97,
May,4.40,2.10,3.00,2.60,5.30,5.00,2.50,2.80,1.63,,1.96,
June,1.40,0.80,2.10,1.40,2.10,0.60,3.10,3.30,4.46,,3.38,
July,4.20,3.20,3.40,4.60,2.60,1.80,3.30,3.60,2.59,,3.55,
August,6.70,6.20,2.30,6.30,3.90,3.00,2.60,6.90,3.75,,4.35,
September,2.10,2.60,2.60,4.50,4.00,4.20,4.30,8.50,3.64,,4.24,
October,1.30,4.90,2.40,5.20,3.90,2.70,4.90,4.70,5.17,,5.73,
November,3.00,2.20,2.30,4.50,2.40,0.60,4.30,3.70,3.55,,4.64,
December,2.70,7.00,3.20,3.70,4.20,4.60,1.70,1.40,3.13,,2.60,
Total,40.80,43.10,31.50,44.90,36.50,37.00,39.80,48.20,43.24,,39.21,
Calc annual,40.80,43.10,31.50,44.90,36.50,37.00,39.80,48.20,43.24,0.00,39.21,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,NaN,0.00,
