SHARNBROOK-COLWORTH-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP992599,Long,-0.549021,Lat,52.228376,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.14,1.93,0.8,2.71,3.8,0.9,1.17,2.08,1.45,0.82,3.66,0.83,1.42,0.8,1.62,0.97,3.08,2.6,0.87,2.61,1.56,1.36,1.87,3.57,2.15,1.98,2.59,1.14,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.54,2.81,1.05,1.63,3.78,0.96,1.06,0.83,3.57,0.67,1.64,0.7,1.22,0.15,2.17,1.06,1.58,0.67,1.23,2.33,3.41,0.36,0.91,2.9,0.63,0.44,1.86,3.12,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.31,3.16,1.16,1.1,0.73,2.13,1.8,2.75,1.33,2.3,1.67,0.85,2.8,2.46,0.48,1.7,1.98,2.37,3.13,1.25,4.35,1.29,0.62,3.68,1.88,0.79,1.45,1.89,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.85,2.14,1.96,2.12,0.9,2.64,0.96,1.28,1.06,1.73,0.88,1.85,3.46,1.66,2.03,0.87,0.18,2.47,0.84,0.67,1.26,1.56,2.83,2.24,3.02,0.93,3.02,1.41,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0,1.19,3.71,1.46,1.26,0.83,1.9,3.23,2.07,1.11,1.95,5.07,1.9,1.28,2.37,1.15,1.45,2.67,0.95,2.4,1.67,1.79,1.9,0.98,1.2,1.28,1.23,1.26,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.8,2.05,0.94,0.82,2.55,0.51,2.92,4.89,1.24,3.23,3.87,1.63,1.04,3.9,0.84,1.67,3.14,0.62,2.63,0.63,1.9,2.81,0.47,0.7,1.97,0.46,0.95,0.47,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.83,1.25,0.94,1.68,0.88,3.24,1.11,3.29,2.51,1.57,0.25,2.48,3.07,2.98,2.08,1.15,3.32,0.8,1.47,4.72,1.76,2.77,3.67,2.44,2.96,0.22,3.54,2.79,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.47,3.28,1.87,0.8,3.21,1.51,2.51,4.02,1.29,2.5,1.65,1.8,2.75,1.81,2.87,1.2,6.53,0.74,1.3,2.13,2.78,5.98,0.78,2.39,0.96,1.72,3.3,1.76,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,5.14,3.28,0.35,1.99,0.35,1.47,0.86,2,2.69,1.09,0.96,0.54,1.22,3.67,0.58,1.41,1.11,2.01,0.92,1.55,0.82,2.18,4.6,1.55,2.03,1.14,2.3,2.35,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.57,1.29,2.28,2.44,2.15,1.83,1.99,6.13,1.51,1.21,3.73,3.03,1.54,3.25,2.18,2.24,2.18,2.92,2.74,1.34,1.95,3.62,1.41,1.39,1.05,1.21,0.92,3.07,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,1,0.96,1.7,2.01,1.97,0.9,1.68,2.02,1.46,2.57,3.82,1.57,0.78,0.58,3.29,2.56,1.53,1.91,1.94,2.49,3.83,1.03,2,1.74,1.17,1.71,0.72,1.02,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,3.39,2.12,1.97,1.41,2.88,2.72,1.71,1.16,1.47,1.22,1.75,3.23,1.45,3.51,5.14,3.76,2.92,0.76,4.86,4,2.48,0.41,2.07,3.41,2.11,1.43,2.16,2.74,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,22.04,25.46,18.73,20.17,24.46,19.64,19.67,33.68,21.65,20.02,25.83,23.58,22.65,26.05,25.65,19.74,29,20.54,22.88,26.12,27.77,25.16,23.13,26.99,21.13,13.31,24.04,23.02,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
