"CATERHAM RESERVOIR",,,,,,,,,,,,
Grid ref,TQ331545,Long,-0.093266,Lat,51.274111,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.32,6.19,1.49,1.64,1.47,,
February,,,,,,1.02,2.92,1.91,1.52,0.72,,
March,,,,,,4.34,1.91,1.12,3.43,3.73,,
April,,,,,,1.84,0.72,3.87,2.83,2.15,,
May,,,,,,0.79,1.71,2.33,2.50,1.51,,
June,,,,,,6.35,2.18,2.19,1.93,3.39,,
July,,,,,,0.63,0.51,1.31,4.02,4.26,,
August,,,,,,2.82,1.25,2.76,4.56,2.72,,
September,,,,,,2.54,2.13,0.60,1.61,3.63,,
October,,,,,,1.50,4.76,4.30,2.49,6.55,,
November,,,,,,4.77,6.44,2.87,1.29,1.33,,
December,,,,,,0.86,2.96,3.42,2.97,4.18,,
Total,,,,,,28.78,33.68,28.17,30.79,35.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,28.78,33.68,28.17,30.79,35.64,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
