"FOREST OF DEAN BLAKENEY HILL LODGE",,,,,,,,,,,,
Grid ref,SO661087,Long,-2.492745,Lat,51.775935,,,,,,,
Station no,2129,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,4.52,0.63,5.34,1.43,0.53,0.63,,
February,,,,,4.52,0.70,1.95,1.23,0.82,0.53,,
March,,,,,1.94,4.69,1.39,0.72,2.67,3.24,,
April,,,,,1.56,2.95,1.07,3.08,1.93,2.27,,
May,,,,,2.27,0.27,2.27,2.20,1.37,1.10,,
June,,,,,1.31,3.95,3.03,2.30,0.96,1.77,,
July,,,,,3.16,0.94,0.57,2.72,2.11,2.34,,
August,,,,,1.82,4.68,1.48,1.92,4.74,2.69,,
September,,,,,2.92,1.95,0.70,0.63,2.41,2.75,,
October,,,,,0.70,2.02,6.49,6.91,2.66,4.40,,
November,,,,,1.30,4.29,2.98,2.82,0.97,1.20,,
December,,,,,2.21,0.77,1.49,5.88,2.98,4.41,,
Total,,,,,28.23,27.84,28.76,31.84,24.15,27.33,,
Calc annual,0.00,0.00,0.00,0.00,28.23,27.84,28.76,31.84,24.15,27.33,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
